assignment_id,experiment_id,account_id,variant,assigned_at,eligible_flag,stratum
assignment_00000055,exp_onboarding,account_00000200,treatment,2025-04-24 00:00:00,True,BE|small
assignment_00000056,exp_onboarding,account_00000075,control,2025-05-08 00:00:00,True,DE|mid_market
assignment_00000057,exp_onboarding,account_00000226,treatment,2025-03-20 00:00:00,True,FR|mid_market
assignment_00000058,exp_onboarding,account_00000042,treatment,2025-02-07 00:00:00,True,GB|small
assignment_00000059,exp_onboarding,account_00000216,control,2025-03-27 00:00:00,True,DE|medium
assignment_00000060,exp_onboarding,account_00000146,treatment,2025-05-13 00:00:00,True,DE|medium
assignment_00000061,exp_onboarding,account_00000199,control,2025-04-03 00:00:00,True,PL|mid_market
assignment_00000062,exp_onboarding,account_00000235,treatment,2025-02-02 00:00:00,True,DE|mid_market
assignment_00000063,exp_onboarding,account_00000250,control,2025-03-12 00:00:00,True,DE|medium
assignment_00000064,exp_onboarding,account_00000218,control,2025-05-02 00:00:00,True,DE|micro
assignment_00000065,exp_onboarding,account_00000156,control,2025-03-10 00:00:00,True,DE|micro
assignment_00000066,exp_onboarding,account_00000149,control,2025-03-03 00:00:00,True,BE|micro
assignment_00000067,exp_onboarding,account_00000068,treatment,2025-05-27 00:00:00,True,IT|mid_market
assignment_00000068,exp_onboarding,account_00000065,control,2025-02-06 00:00:00,True,ES|medium
assignment_00000069,exp_onboarding,account_00000173,treatment,2025-04-01 00:00:00,True,SE|small
assignment_00000070,exp_onboarding,account_00000117,control,2025-02-06 00:00:00,True,GB|small
assignment_00000071,exp_onboarding,account_00000201,treatment,2025-03-25 00:00:00,True,CH|small
assignment_00000072,exp_onboarding,account_00000109,treatment,2025-02-25 00:00:00,True,DE|small
assignment_00000073,exp_onboarding,account_00000124,control,2025-05-30 00:00:00,True,DE|micro
assignment_00000074,exp_onboarding,account_00000047,treatment,2025-03-16 00:00:00,True,FR|small
assignment_00000075,exp_onboarding,account_00000031,control,2025-05-25 00:00:00,True,GB|mid_market
assignment_00000076,exp_onboarding,account_00000168,control,2025-05-30 00:00:00,True,DE|mid_market
assignment_00000077,exp_onboarding,account_00000113,control,2025-02-06 00:00:00,True,BE|medium
assignment_00000078,exp_onboarding,account_00000231,treatment,2025-03-27 00:00:00,True,NL|small
assignment_00000079,exp_onboarding,account_00000004,treatment,2025-02-07 00:00:00,True,NO|small
assignment_00000080,exp_onboarding,account_00000152,treatment,2025-03-20 00:00:00,True,IE|mid_market
assignment_00000081,exp_annual_discount,account_00000238,treatment,2025-08-06 00:00:00,True,BE|small
assignment_00000082,exp_annual_discount,account_00000069,treatment,2025-08-18 00:00:00,True,AT|medium
assignment_00000083,exp_annual_discount,account_00000177,control,2025-06-08 00:00:00,True,IT|medium
assignment_00000084,exp_annual_discount,account_00000085,treatment,2025-08-06 00:00:00,True,DE|micro
assignment_00000085,exp_annual_discount,account_00000071,treatment,2025-07-16 00:00:00,True,NL|small
assignment_00000086,exp_annual_discount,account_00000036,treatment,2025-05-01 00:00:00,True,CZ|micro
assignment_00000087,exp_annual_discount,account_00000156,control,2025-06-18 00:00:00,True,DE|micro
assignment_00000088,exp_annual_discount,account_00000088,control,2025-07-15 00:00:00,True,DE|micro
assignment_00000089,exp_annual_discount,account_00000162,control,2025-07-05 00:00:00,True,IT|micro
assignment_00000090,exp_annual_discount,account_00000192,treatment,2025-06-23 00:00:00,True,DE|small
assignment_00000091,exp_annual_discount,account_00000183,treatment,2025-07-27 00:00:00,True,IE|micro
assignment_00000092,exp_annual_discount,account_00000203,control,2025-06-17 00:00:00,True,DE|small
assignment_00000093,exp_annual_discount,account_00000054,control,2025-07-15 00:00:00,True,DE|small
assignment_00000094,exp_annual_discount,account_00000089,treatment,2025-05-15 00:00:00,True,SE|small
assignment_00000095,exp_annual_discount,account_00000149,control,2025-05-25 00:00:00,True,BE|micro
assignment_00000096,exp_annual_discount,account_00000166,treatment,2025-06-09 00:00:00,True,FR|micro
assignment_00000097,exp_annual_discount,account_00000145,control,2025-08-28 00:00:00,True,BE|medium
assignment_00000098,exp_annual_discount,account_00000173,control,2025-06-30 00:00:00,True,SE|small
assignment_00000099,exp_annual_discount,account_00000083,control,2025-06-04 00:00:00,True,GB|small
assignment_00000100,exp_annual_discount,account_00000125,control,2025-06-04 00:00:00,True,DE|micro
assignment_00000101,exp_annual_discount,account_00000127,treatment,2025-06-21 00:00:00,True,AT|small
assignment_00000102,exp_annual_discount,account_00000179,treatment,2025-05-17 00:00:00,True,DE|micro
assignment_00000103,exp_annual_discount,account_00000155,control,2025-07-20 00:00:00,True,DE|micro
assignment_00000104,exp_annual_discount,account_00000209,treatment,2025-08-22 00:00:00,True,DE|small
assignment_00000105,exp_annual_discount,account_00000113,treatment,2025-05-21 00:00:00,True,BE|medium
assignment_00000106,exp_annual_discount,account_00000139,control,2025-05-24 00:00:00,True,NL|micro
assignment_00000107,exp_annual_discount,account_00000201,control,2025-07-23 00:00:00,True,CH|small
assignment_00000108,exp_annual_discount,account_00000022,control,2025-06-02 00:00:00,True,SE|small
assignment_00000109,exp_annual_discount,account_00000060,treatment,2025-05-12 00:00:00,True,DE|micro
assignment_00000110,exp_annual_discount,account_00000217,treatment,2025-08-20 00:00:00,True,DE|small
assignment_00000111,exp_annual_discount,account_00000035,treatment,2025-06-28 00:00:00,True,CH|small
assignment_00000112,exp_annual_discount,account_00000070,treatment,2025-06-27 00:00:00,True,DE|small
assignment_00000113,exp_annual_discount,account_00000202,treatment,2025-08-21 00:00:00,True,DE|small
assignment_00000114,exp_annual_discount,account_00000232,treatment,2025-05-29 00:00:00,True,BE|medium
assignment_00000115,exp_annual_discount,account_00000109,control,2025-07-08 00:00:00,True,DE|small
assignment_00000116,exp_annual_discount,account_00000051,treatment,2025-05-05 00:00:00,True,AT|micro
assignment_00000117,exp_annual_discount,account_00000014,treatment,2025-06-04 00:00:00,True,DE|medium
assignment_00000118,exp_annual_discount,account_00000124,control,2025-06-05 00:00:00,True,DE|micro
assignment_00000119,exp_annual_discount,account_00000175,control,2025-06-18 00:00:00,True,CZ|small
assignment_00000120,exp_annual_discount,account_00000138,treatment,2025-06-24 00:00:00,True,DE|small
assignment_00000121,exp_annual_discount,account_00000228,control,2025-05-19 00:00:00,True,DE|micro
assignment_00000122,exp_annual_discount,account_00000025,treatment,2025-08-15 00:00:00,True,DK|micro
assignment_00000123,exp_annual_discount,account_00000218,control,2025-08-25 00:00:00,True,DE|micro
assignment_00000124,exp_annual_discount,account_00000200,control,2025-05-20 00:00:00,True,BE|small
assignment_00000125,exp_annual_discount,account_00000215,control,2025-07-29 00:00:00,True,IE|micro
assignment_00000126,exp_annual_discount,account_00000194,control,2025-08-17 00:00:00,True,AT|micro
assignment_00000127,exp_annual_discount,account_00000231,control,2025-08-11 00:00:00,True,NL|small
assignment_00000128,exp_annual_discount,account_00000103,control,2025-07-12 00:00:00,True,IT|micro
assignment_00000129,exp_annual_discount,account_00000174,control,2025-07-02 00:00:00,True,BE|small
assignment_00000130,exp_annual_discount,account_00000045,treatment,2025-06-02 00:00:00,True,GB|micro
assignment_00000131,exp_annual_discount,account_00000074,control,2025-08-22 00:00:00,True,DE|micro
assignment_00000132,exp_annual_discount,account_00000001,treatment,2025-06-28 00:00:00,True,BE|micro
assignment_00000133,exp_annual_discount,account_00000248,treatment,2025-07-08 00:00:00,True,CH|micro
assignment_00000134,exp_automation_prompt,account_00000062,treatment,2025-08-19 00:00:00,True,SE|medium
assignment_00000135,exp_automation_prompt,account_00000128,control,2025-07-05 00:00:00,True,AT|medium
assignment_00000136,exp_automation_prompt,account_00000131,control,2025-10-04 00:00:00,True,GB|enterprise
assignment_00000137,exp_automation_prompt,account_00000074,control,2025-08-16 00:00:00,True,DE|micro
assignment_00000138,exp_automation_prompt,account_00000239,control,2025-08-29 00:00:00,True,IT|small
assignment_00000139,exp_automation_prompt,account_00000172,treatment,2025-09-25 00:00:00,True,GB|small
assignment_00000140,exp_automation_prompt,account_00000035,treatment,2025-10-07 00:00:00,True,CH|small
assignment_00000141,exp_automation_prompt,account_00000166,control,2025-09-05 00:00:00,True,FR|micro
assignment_00000142,exp_automation_prompt,account_00000030,treatment,2025-09-23 00:00:00,True,ES|small
assignment_00000143,exp_automation_prompt,account_00000179,control,2025-08-29 00:00:00,True,DE|micro
assignment_00000144,exp_automation_prompt,account_00000070,control,2025-09-19 00:00:00,True,DE|small
assignment_00000145,exp_automation_prompt,account_00000215,control,2025-08-27 00:00:00,True,IE|micro
assignment_00000146,exp_automation_prompt,account_00000241,control,2025-07-02 00:00:00,True,NL|micro
assignment_00000147,exp_automation_prompt,account_00000065,control,2025-08-16 00:00:00,True,ES|medium
assignment_00000148,exp_automation_prompt,account_00000250,treatment,2025-07-01 00:00:00,True,DE|medium
assignment_00000149,exp_automation_prompt,account_00000200,treatment,2025-10-02 00:00:00,True,BE|small
assignment_00000150,exp_automation_prompt,account_00000216,treatment,2025-10-20 00:00:00,True,DE|medium
assignment_00000151,exp_automation_prompt,account_00000103,treatment,2025-09-14 00:00:00,True,IT|micro
assignment_00000152,exp_automation_prompt,account_00000199,control,2025-08-09 00:00:00,True,PL|mid_market
assignment_00000153,exp_automation_prompt,account_00000202,treatment,2025-08-13 00:00:00,True,DE|small
assignment_00000154,exp_automation_prompt,account_00000095,treatment,2025-08-03 00:00:00,True,SE|mid_market
assignment_00000155,exp_automation_prompt,account_00000113,treatment,2025-09-04 00:00:00,True,BE|medium
assignment_00000156,exp_automation_prompt,account_00000099,treatment,2025-09-24 00:00:00,True,CH|enterprise
assignment_00000157,exp_automation_prompt,account_00000162,control,2025-09-22 00:00:00,True,IT|micro
assignment_00000158,exp_automation_prompt,account_00000204,control,2025-08-18 00:00:00,True,IT|enterprise
assignment_00000159,exp_automation_prompt,account_00000087,treatment,2025-10-01 00:00:00,True,ES|small
assignment_00000160,exp_automation_prompt,account_00000037,treatment,2025-10-13 00:00:00,True,IE|small
assignment_00000161,exp_automation_prompt,account_00000142,control,2025-07-06 00:00:00,True,DE|mid_market
assignment_00000162,exp_automation_prompt,account_00000248,treatment,2025-09-17 00:00:00,True,CH|micro
assignment_00000163,exp_automation_prompt,account_00000231,treatment,2025-07-22 00:00:00,True,NL|small
assignment_00000164,exp_automation_prompt,account_00000176,treatment,2025-10-27 00:00:00,True,FR|medium
assignment_00000165,exp_automation_prompt,account_00000229,control,2025-08-16 00:00:00,True,GB|micro
assignment_00000166,exp_automation_prompt,account_00000068,treatment,2025-09-15 00:00:00,True,IT|mid_market
assignment_00000167,exp_automation_prompt,account_00000221,treatment,2025-10-10 00:00:00,True,NL|small
assignment_00000168,exp_automation_prompt,account_00000050,treatment,2025-07-20 00:00:00,True,DE|small
assignment_00000169,exp_automation_prompt,account_00000120,treatment,2025-08-01 00:00:00,True,IT|small
assignment_00000170,exp_automation_prompt,account_00000192,control,2025-09-09 00:00:00,True,DE|small
assignment_00000171,exp_automation_prompt,account_00000195,control,2025-07-17 00:00:00,True,IT|medium
assignment_00000172,exp_automation_prompt,account_00000009,control,2025-10-05 00:00:00,True,BE|small
assignment_00000173,exp_automation_prompt,account_00000149,treatment,2025-09-21 00:00:00,True,BE|micro
assignment_00000174,exp_automation_prompt,account_00000177,treatment,2025-10-04 00:00:00,True,IT|medium
assignment_00000175,exp_automation_prompt,account_00000183,control,2025-08-25 00:00:00,True,IE|micro
assignment_00000176,exp_automation_prompt,account_00000211,control,2025-10-06 00:00:00,True,NL|micro
assignment_00000177,exp_automation_prompt,account_00000219,control,2025-10-21 00:00:00,True,GB|small
assignment_00000178,exp_automation_prompt,account_00000025,treatment,2025-07-15 00:00:00,True,DK|micro
assignment_00000179,exp_automation_prompt,account_00000057,control,2025-10-03 00:00:00,True,FR|micro
assignment_00000180,exp_automation_prompt,account_00000175,control,2025-08-25 00:00:00,True,CZ|small
assignment_00000181,exp_automation_prompt,account_00000010,treatment,2025-08-23 00:00:00,True,DE|small
assignment_00000182,exp_automation_prompt,account_00000136,treatment,2025-09-28 00:00:00,True,AT|medium
assignment_00000183,exp_automation_prompt,account_00000210,control,2025-07-31 00:00:00,True,IE|small
assignment_00000184,exp_automation_prompt,account_00000161,control,2025-08-11 00:00:00,True,CH|medium
assignment_00000185,exp_automation_prompt,account_00000054,control,2025-09-14 00:00:00,True,DE|small
assignment_00000186,exp_automation_prompt,account_00000089,control,2025-07-10 00:00:00,True,SE|small
assignment_00000187,exp_automation_prompt,account_00000066,control,2025-09-18 00:00:00,True,DE|medium
assignment_00000188,exp_automation_prompt,account_00000031,control,2025-10-11 00:00:00,True,GB|mid_market
assignment_00000189,exp_automation_prompt,account_00000123,treatment,2025-08-17 00:00:00,True,FR|micro
assignment_00000190,exp_automation_prompt,account_00000038,treatment,2025-10-10 00:00:00,True,DK|small
assignment_00000191,exp_automation_prompt,account_00000056,treatment,2025-07-20 00:00:00,True,DE|medium
assignment_00000192,exp_automation_prompt,account_00000138,control,2025-10-04 00:00:00,True,DE|small
assignment_00000193,exp_automation_prompt,account_00000178,treatment,2025-08-06 00:00:00,True,CH|mid_market
assignment_00000194,exp_automation_prompt,account_00000174,treatment,2025-09-22 00:00:00,True,BE|small
assignment_00000195,exp_automation_prompt,account_00000014,treatment,2025-10-02 00:00:00,True,DE|medium
assignment_00000196,exp_automation_prompt,account_00000236,treatment,2025-10-20 00:00:00,True,FR|medium
assignment_00000197,exp_automation_prompt,account_00000240,control,2025-07-24 00:00:00,True,DE|small
assignment_00000198,exp_automation_prompt,account_00000228,treatment,2025-09-16 00:00:00,True,DE|micro
assignment_00000199,exp_automation_prompt,account_00000146,treatment,2025-10-08 00:00:00,True,DE|medium
assignment_00000200,exp_automation_prompt,account_00000081,control,2025-10-18 00:00:00,True,DE|micro
assignment_00000201,exp_automation_prompt,account_00000129,control,2025-08-15 00:00:00,True,SE|micro
assignment_00000202,exp_automation_prompt,account_00000047,treatment,2025-10-26 00:00:00,True,FR|small
assignment_00000203,exp_automation_prompt,account_00000140,control,2025-08-04 00:00:00,True,ES|micro
assignment_00000204,exp_automation_prompt,account_00000156,control,2025-08-24 00:00:00,True,DE|micro
assignment_00000205,exp_automation_prompt,account_00000226,control,2025-10-08 00:00:00,True,FR|mid_market
assignment_00000206,exp_automation_prompt,account_00000023,treatment,2025-07-01 00:00:00,True,DE|small
assignment_00000207,exp_automation_prompt,account_00000114,treatment,2025-10-20 00:00:00,True,GB|micro
assignment_00000208,exp_automation_prompt,account_00000208,control,2025-09-19 00:00:00,True,DK|small
assignment_00000209,exp_automation_prompt,account_00000145,treatment,2025-08-15 00:00:00,True,BE|medium
assignment_00000210,exp_automation_prompt,account_00000238,treatment,2025-09-09 00:00:00,True,BE|small
assignment_00000211,exp_automation_prompt,account_00000209,control,2025-07-08 00:00:00,True,DE|small
assignment_00000212,exp_automation_prompt,account_00000124,control,2025-10-15 00:00:00,True,DE|micro
assignment_00000213,exp_automation_prompt,account_00000088,control,2025-08-16 00:00:00,True,DE|micro
assignment_00000214,exp_cs_intervention,account_00000223,control,2025-11-16 00:00:00,True,IT|medium
assignment_00000215,exp_cs_intervention,account_00000178,control,2025-12-27 00:00:00,True,CH|mid_market
assignment_00000216,exp_cs_intervention,account_00000021,control,2025-12-16 00:00:00,True,DE|medium
assignment_00000217,exp_cs_intervention,account_00000220,treatment,2025-12-24 00:00:00,True,BE|medium
assignment_00000218,exp_cs_intervention,account_00000168,control,2026-01-07 00:00:00,True,DE|mid_market
assignment_00000219,exp_cs_intervention,account_00000072,treatment,2025-10-02 00:00:00,True,IT|medium
assignment_00000220,exp_cs_intervention,account_00000204,control,2025-11-29 00:00:00,True,IT|enterprise
assignment_00000221,exp_cs_intervention,account_00000108,control,2025-10-01 00:00:00,True,GB|enterprise
assignment_00000222,exp_cs_intervention,account_00000118,control,2025-12-24 00:00:00,True,DE|medium
assignment_00000223,exp_cs_intervention,account_00000091,treatment,2025-11-09 00:00:00,True,NO|medium
assignment_00000224,exp_cs_intervention,account_00000191,treatment,2026-01-09 00:00:00,True,AT|medium
assignment_00000225,exp_cs_intervention,account_00000176,control,2025-12-29 00:00:00,True,FR|medium
assignment_00000226,exp_cs_intervention,account_00000095,treatment,2025-12-09 00:00:00,True,SE|mid_market
assignment_00000227,exp_cs_intervention,account_00000249,control,2025-12-19 00:00:00,True,NL|mid_market
assignment_00000228,exp_cs_intervention,account_00000190,control,2026-01-13 00:00:00,True,PL|medium
assignment_00000229,exp_cs_intervention,account_00000184,treatment,2025-11-22 00:00:00,True,NO|medium
assignment_00000230,exp_cs_intervention,account_00000234,treatment,2025-10-25 00:00:00,True,IT|medium
assignment_00000231,exp_cs_intervention,account_00000235,control,2025-11-13 00:00:00,True,DE|mid_market
assignment_00000232,exp_cs_intervention,account_00000079,treatment,2025-10-08 00:00:00,True,SE|medium
assignment_00000233,exp_cs_intervention,account_00000056,treatment,2025-12-25 00:00:00,True,DE|medium
assignment_00000234,exp_cs_intervention,account_00000099,treatment,2026-01-29 00:00:00,True,CH|enterprise
assignment_00000235,exp_cs_intervention,account_00000222,control,2026-01-19 00:00:00,True,DE|medium
assignment_00000236,exp_cs_intervention,account_00000237,control,2025-11-17 00:00:00,True,ES|medium
assignment_00000237,exp_cs_intervention,account_00000134,control,2025-10-04 00:00:00,True,BE|mid_market
assignment_00000238,exp_cs_intervention,account_00000144,treatment,2025-12-01 00:00:00,True,SE|mid_market
assignment_00000239,exp_cs_intervention,account_00000017,treatment,2025-12-26 00:00:00,True,GB|medium
assignment_00000240,exp_cs_intervention,account_00000069,control,2025-10-15 00:00:00,True,AT|medium
assignment_00000241,exp_cs_intervention,account_00000006,treatment,2025-12-19 00:00:00,True,GB|medium
assignment_00000242,exp_cs_intervention,account_00000028,control,2025-10-20 00:00:00,True,NL|medium
assignment_00000243,exp_cs_intervention,account_00000142,treatment,2026-01-22 00:00:00,True,DE|mid_market
assignment_00000244,exp_cs_intervention,account_00000128,control,2025-10-06 00:00:00,True,AT|medium
assignment_00000245,exp_cs_intervention,account_00000181,control,2025-11-03 00:00:00,True,DE|enterprise
assignment_00000246,exp_cs_intervention,account_00000020,control,2025-12-07 00:00:00,True,BE|medium
assignment_00000247,exp_cs_intervention,account_00000024,treatment,2025-10-01 00:00:00,True,CZ|medium
assignment_00000248,exp_cs_intervention,account_00000188,control,2025-11-04 00:00:00,True,DK|medium
assignment_00000249,exp_cs_intervention,account_00000107,treatment,2025-12-16 00:00:00,True,CZ|medium
assignment_00000250,exp_cs_intervention,account_00000145,treatment,2025-10-05 00:00:00,True,BE|medium
assignment_00000251,exp_cs_intervention,account_00000058,control,2026-01-01 00:00:00,True,AT|medium
assignment_00000252,exp_cs_intervention,account_00000014,treatment,2026-01-12 00:00:00,True,DE|medium
assignment_00000253,exp_cs_intervention,account_00000143,control,2025-11-03 00:00:00,True,GB|medium
assignment_00000254,exp_cs_intervention,account_00000216,treatment,2025-10-16 00:00:00,True,DE|medium
assignment_00000255,exp_cs_intervention,account_00000013,control,2025-11-01 00:00:00,True,NL|medium
assignment_00000256,exp_cs_intervention,account_00000177,treatment,2025-11-17 00:00:00,True,IT|medium
assignment_00000257,exp_cs_intervention,account_00000065,control,2025-12-07 00:00:00,True,ES|medium
assignment_00000258,exp_cs_intervention,account_00000062,treatment,2025-11-04 00:00:00,True,SE|medium
assignment_00000259,exp_cs_intervention,account_00000096,control,2025-11-28 00:00:00,True,AT|medium
assignment_00000260,exp_cs_intervention,account_00000163,control,2025-11-16 00:00:00,True,FR|medium
assignment_00000261,exp_cs_intervention,account_00000187,treatment,2025-10-09 00:00:00,True,FR|medium
assignment_00000262,exp_cs_intervention,account_00000232,treatment,2025-11-12 00:00:00,True,BE|medium
assignment_00000263,exp_cs_intervention,account_00000226,control,2025-10-07 00:00:00,True,FR|mid_market
assignment_00000264,exp_cs_intervention,account_00000250,treatment,2025-12-04 00:00:00,True,DE|medium
assignment_00000265,exp_cs_intervention,account_00000161,treatment,2025-12-22 00:00:00,True,CH|medium
assignment_00000266,exp_cs_intervention,account_00000199,treatment,2026-01-26 00:00:00,True,PL|mid_market
assignment_00000267,exp_cs_intervention,account_00000078,treatment,2025-11-21 00:00:00,True,ES|medium
assignment_00000268,exp_cs_intervention,account_00000136,control,2025-11-12 00:00:00,True,AT|medium
assignment_00000269,exp_cs_intervention,account_00000133,control,2025-12-10 00:00:00,True,PL|medium
assignment_00000270,exp_cs_intervention,account_00000236,treatment,2025-11-28 00:00:00,True,FR|medium
assignment_00000271,exp_cs_intervention,account_00000233,control,2025-11-09 00:00:00,True,FR|medium
assignment_00000272,exp_cs_intervention,account_00000207,treatment,2025-10-22 00:00:00,True,DE|medium
assignment_00000273,exp_cs_intervention,account_00000206,control,2025-12-12 00:00:00,True,DE|medium
assignment_00000274,exp_cs_intervention,account_00000031,control,2026-01-19 00:00:00,True,GB|mid_market
assignment_00000275,exp_cs_intervention,account_00000131,treatment,2025-12-18 00:00:00,True,GB|enterprise
assignment_00000276,exp_cs_intervention,account_00000066,treatment,2025-11-01 00:00:00,True,DE|medium
assignment_00000277,exp_cs_intervention,account_00000075,treatment,2025-10-15 00:00:00,True,DE|mid_market
assignment_00000278,exp_cs_intervention,account_00000189,treatment,2026-01-03 00:00:00,True,DE|medium
assignment_00000279,exp_cs_intervention,account_00000080,control,2025-11-30 00:00:00,True,FR|enterprise
assignment_00000280,exp_cs_intervention,account_00000005,control,2025-10-18 00:00:00,True,DE|medium
assignment_00000281,exp_cs_intervention,account_00000148,treatment,2025-12-31 00:00:00,True,DK|medium
assignment_00000282,exp_cs_intervention,account_00000146,treatment,2025-11-28 00:00:00,True,DE|medium
assignment_00000283,exp_cs_intervention,account_00000110,treatment,2026-01-24 00:00:00,True,PL|medium
assignment_00000284,exp_cs_intervention,account_00000113,control,2025-10-13 00:00:00,True,BE|medium
assignment_00000285,exp_cs_intervention,account_00000068,control,2025-12-09 00:00:00,True,IT|mid_market
assignment_00000286,exp_cs_intervention,account_00000152,treatment,2025-11-07 00:00:00,True,IE|mid_market
assignment_00000287,exp_cs_intervention,account_00000195,control,2025-10-18 00:00:00,True,IT|medium
