account_id,activity_date,active_users,active_mobile_users,sessions,work_orders_created,work_orders_completed,automation_runs,api_calls,documents_uploaded,feature_breadth
account_00000013,2024-07-23,28,20,32,47,40,16,32,19,10
account_00000013,2024-07-24,26,19,63,35,26,18,27,10,10
account_00000013,2024-08-05,32,23,46,51,41,24,32,11,10
account_00000013,2024-08-12,18,13,26,27,25,16,28,9,9
account_00000013,2024-08-13,32,23,64,48,43,18,40,18,10
account_00000013,2024-08-17,23,17,40,37,33,14,33,12,10
account_00000013,2024-09-02,25,18,43,47,43,23,29,17,10
account_00000013,2024-09-09,25,18,44,38,37,12,35,21,9
account_00000013,2024-09-10,28,20,61,47,42,19,35,22,10
account_00000013,2024-09-14,18,13,22,21,19,11,38,8,10
account_00000013,2024-10-04,27,19,49,49,44,25,50,18,9
account_00000013,2024-10-11,29,21,50,45,36,25,45,14,10
account_00000013,2024-10-15,25,18,43,28,26,14,38,11,9
account_00000013,2024-10-28,23,17,31,33,29,9,26,11,10
account_00000013,2024-11-08,28,20,68,43,38,23,37,32,10
account_00000013,2024-11-15,15,11,37,20,17,11,54,3,10
account_00000013,2024-11-26,31,22,46,56,45,30,35,16,10
account_00000013,2024-11-28,19,14,22,26,22,18,38,7,10
account_00000013,2024-12-03,21,15,47,31,29,13,38,16,10
account_00000013,2024-12-09,16,12,38,28,26,25,33,17,9
account_00000013,2024-12-16,20,14,34,35,33,15,44,16,10
account_00000013,2024-12-18,15,11,18,28,26,12,34,10,10
account_00000013,2025-01-11,32,23,51,41,38,13,49,13,10
account_00000013,2025-01-12,29,21,35,26,25,11,48,11,9
account_00000013,2025-01-15,17,12,19,22,19,9,41,13,10
account_00000013,2025-01-21,18,13,32,26,24,15,35,8,8
account_00000013,2025-02-10,27,19,31,28,25,14,34,11,10
account_00000013,2025-02-11,14,10,19,27,23,9,29,7,10
account_00000013,2025-02-24,18,13,28,32,28,13,37,10,9
account_00000013,2025-02-28,31,22,49,49,43,25,38,25,10
account_00000013,2025-03-04,15,11,24,29,25,16,27,14,9
account_00000013,2025-03-10,24,17,43,30,25,11,29,4,10
account_00000013,2025-03-21,24,17,28,22,21,6,35,9,10
account_00000013,2025-03-28,23,17,23,27,24,12,33,10,10
account_00000013,2025-04-09,29,21,79,45,43,13,32,26,10
account_00000013,2025-04-11,18,13,30,27,24,9,45,12,10
account_00000013,2025-04-13,22,16,42,23,19,20,49,14,10
account_00000013,2025-04-16,13,9,20,17,16,8,39,5,10
account_00000013,2025-05-03,25,18,50,35,33,15,31,14,10
account_00000013,2025-05-08,32,23,32,54,45,25,36,21,10
account_00000013,2025-05-10,16,12,35,26,24,11,47,13,10
account_00000013,2025-05-16,31,22,31,60,57,38,34,35,10
account_00000013,2025-06-03,26,19,51,37,35,16,42,9,10
account_00000013,2025-06-26,16,12,17,25,21,12,34,9,10
account_00000013,2025-06-27,31,22,72,46,42,21,36,12,10
account_00000013,2025-06-30,17,12,35,18,16,6,29,8,10
account_00000013,2025-07-02,30,22,39,45,41,18,38,20,10
account_00000013,2025-07-05,15,11,16,14,13,5,33,1,10
account_00000013,2025-07-14,25,18,43,33,30,22,42,7,9
account_00000013,2025-07-20,27,19,65,32,30,13,33,12,10
account_00000013,2025-08-12,24,17,27,40,36,22,29,17,10
account_00000013,2025-08-16,29,21,50,32,28,22,43,20,10
account_00000013,2025-08-25,22,16,32,31,30,13,46,16,9
account_00000013,2025-08-28,16,12,29,24,23,15,46,13,10
account_00000013,2025-09-04,25,18,28,43,37,15,33,15,10
account_00000013,2025-09-05,16,12,38,28,25,15,32,7,10
account_00000013,2025-09-15,31,22,61,61,53,20,41,21,10
account_00000013,2025-09-19,20,14,24,32,30,11,28,14,10
account_00000013,2025-10-05,12,9,12,20,17,10,38,8,10
account_00000013,2025-10-14,21,15,36,33,31,13,35,11,10
account_00000013,2025-10-23,19,14,26,23,22,13,34,17,10
account_00000013,2025-10-25,19,14,21,33,32,22,40,19,10
account_00000013,2025-11-11,29,21,53,45,40,28,44,24,10
account_00000013,2025-11-17,24,17,33,40,37,17,37,24,10
account_00000013,2025-11-18,27,19,60,36,31,18,43,15,10
account_00000013,2025-11-19,24,17,46,33,28,12,37,9,10
account_00000013,2025-12-10,14,10,32,25,21,15,42,8,10
account_00000013,2025-12-14,19,14,49,33,30,11,43,15,10
account_00000013,2025-12-23,20,14,31,23,21,10,36,9,10
account_00000013,2025-12-27,14,10,27,19,15,8,40,3,10
account_00000013,2026-01-06,24,17,54,40,34,25,31,13,9
account_00000013,2026-01-13,17,12,45,24,22,7,43,12,9
account_00000013,2026-01-14,30,22,50,41,38,29,31,14,10
account_00000013,2026-01-20,15,11,17,28,26,10,55,15,9
account_00000013,2026-02-02,27,19,58,38,34,19,33,20,9
account_00000013,2026-02-09,15,11,19,18,15,9,40,6,10
account_00000013,2026-02-16,22,16,25,28,26,10,38,10,9
account_00000013,2026-02-19,33,24,41,39,35,12,42,8,10
account_00000013,2026-03-02,13,9,13,12,10,3,28,5,10
account_00000013,2026-03-10,15,11,35,23,19,10,40,5,10
account_00000013,2026-03-18,17,12,25,20,17,9,42,4,9
account_00000013,2026-03-28,21,15,34,45,38,21,33,20,7
account_00000013,2026-04-04,18,13,34,23,20,17,38,5,10
account_00000013,2026-04-11,16,12,30,26,23,9,39,14,8
account_00000013,2026-04-16,31,22,34,35,29,11,34,17,10
account_00000013,2026-04-30,29,21,57,33,29,9,28,12,10
account_00000013,2026-05-18,33,24,50,40,36,24,32,12,10
account_00000013,2026-05-28,13,9,24,21,20,6,41,10,10
account_00000013,2026-05-29,31,22,45,57,51,29,34,23,10
account_00000013,2026-05-31,33,24,51,45,39,36,38,20,10
account_00000013,2026-06-03,33,24,33,48,39,19,38,24,10
account_00000013,2026-06-08,20,14,30,28,24,15,41,8,10
account_00000013,2026-06-17,32,23,41,44,42,20,40,14,10
account_00000013,2026-06-27,13,9,30,18,16,10,37,5,10
account_00000019,2026-03-04,27,19,42,56,48,31,57,20,10
account_00000019,2026-03-10,23,17,39,38,30,20,78,14,9
account_00000019,2026-03-23,14,10,17,40,33,20,75,19,10
account_00000019,2026-03-24,16,12,32,35,30,9,46,13,10
account_00000019,2026-04-06,29,21,34,59,52,22,77,23,10
account_00000019,2026-04-11,24,17,64,41,35,21,74,11,10
account_00000019,2026-04-16,24,17,26,40,39,22,77,12,10
account_00000019,2026-04-26,15,11,27,26,23,8,67,15,10
account_00000019,2026-05-01,13,9,25,27,21,10,52,7,10
account_00000019,2026-05-05,13,9,15,23,20,5,75,5,10
account_00000019,2026-05-07,28,20,72,52,48,31,71,24,10
account_00000019,2026-05-28,20,14,34,37,34,18,61,14,10
account_00000019,2026-06-12,26,19,46,50,44,24,76,27,10
account_00000019,2026-06-16,18,13,18,27,25,10,74,19,10
account_00000019,2026-06-19,22,16,56,44,37,23,63,15,10
account_00000019,2026-06-20,16,12,29,29,27,12,75,15,10
account_00000022,2024-06-02,8,6,19,10,8,2,18,3,6
account_00000022,2024-06-11,5,4,10,8,6,2,16,4,7
account_00000022,2024-06-18,8,6,11,10,8,5,9,6,7
account_00000022,2024-06-28,5,4,7,5,5,2,12,2,8
account_00000022,2024-07-04,4,3,10,4,3,3,14,3,9
account_00000022,2024-07-16,8,6,10,6,5,1,20,6,9
account_00000022,2024-07-24,4,3,6,1,1,0,23,0,9
account_00000022,2024-07-29,4,3,13,5,4,2,19,1,9
account_00000022,2024-08-09,5,4,8,6,5,3,20,2,6
account_00000022,2024-08-17,3,2,3,3,2,2,8,1,9
account_00000022,2024-08-22,5,4,10,3,2,1,21,1,8
account_00000022,2024-08-25,6,4,14,3,2,1,10,1,7
account_00000022,2024-09-04,8,6,12,8,7,2,18,3,8
account_00000022,2024-09-07,6,4,8,3,3,1,20,2,10
account_00000022,2024-09-13,9,6,14,3,3,3,22,2,9
account_00000022,2024-09-20,6,4,10,9,7,1,22,3,9
account_00000022,2024-10-10,6,4,15,7,6,5,15,4,9
account_00000022,2024-10-11,6,4,6,3,3,3,10,2,9
account_00000022,2024-10-19,7,5,15,6,5,3,18,2,10
account_00000022,2024-10-25,9,6,13,9,7,3,11,5,9
account_00000022,2024-11-05,7,5,18,8,7,3,15,6,10
account_00000022,2024-11-23,5,4,7,8,7,3,17,3,9
account_00000022,2024-11-27,7,5,10,10,9,8,14,3,9
account_00000022,2024-11-30,9,6,19,13,11,4,17,4,9
account_00000022,2024-12-01,7,5,11,6,5,4,12,2,10
account_00000022,2024-12-12,5,4,9,6,5,6,19,2,9
account_00000022,2024-12-15,5,4,10,6,5,0,17,2,9
account_00000022,2024-12-17,8,6,9,14,13,8,16,2,8
account_00000022,2025-01-03,8,6,15,9,8,2,22,6,9
account_00000022,2025-01-26,8,6,21,6,6,4,19,3,7
account_00000022,2025-01-28,5,4,13,5,5,1,11,3,9
account_00000022,2025-01-31,4,3,4,4,3,3,19,3,7
account_00000022,2025-02-07,6,4,8,5,4,2,11,1,8
account_00000022,2025-02-12,7,5,7,6,5,3,11,2,6
account_00000022,2025-02-24,9,6,9,12,10,6,17,4,8
account_00000022,2025-02-28,5,4,5,9,7,4,13,2,7
account_00000022,2025-03-10,6,4,14,12,10,4,16,5,10
account_00000022,2025-03-15,7,5,7,7,6,6,14,3,10
account_00000022,2025-03-18,4,3,12,4,4,2,24,1,10
account_00000022,2025-03-30,6,4,7,5,4,0,23,1,9
account_00000022,2025-04-14,5,4,14,4,3,1,11,0,6
account_00000022,2025-04-15,6,4,11,9,7,4,15,5,8
account_00000022,2025-04-23,9,6,16,10,8,9,13,3,7
account_00000022,2025-04-29,6,4,10,2,2,0,14,0,10
account_00000022,2025-05-09,6,4,6,4,3,2,14,1,8
account_00000022,2025-05-14,5,4,9,3,3,1,14,0,9
account_00000022,2025-05-21,6,4,12,6,5,4,16,1,8
account_00000022,2025-05-30,10,7,14,6,5,0,13,3,8
account_00000022,2025-06-01,4,3,5,5,4,0,20,2,10
account_00000022,2025-06-04,7,5,16,7,6,5,14,1,9
account_00000022,2025-06-07,9,6,14,11,10,5,18,4,8
account_00000022,2025-06-08,8,6,12,11,10,6,20,4,9
account_00000022,2025-07-05,7,5,20,11,10,4,25,2,10
account_00000022,2025-07-08,8,6,13,8,7,4,19,2,8
account_00000022,2025-07-10,4,3,5,3,3,1,12,1,10
account_00000022,2025-07-30,4,3,12,4,3,1,19,2,9
account_00000022,2025-08-05,5,4,5,6,5,6,17,1,9
account_00000022,2025-08-07,8,6,8,13,12,8,20,4,9
account_00000022,2025-08-22,4,3,4,6,5,3,19,3,10
account_00000022,2025-08-27,6,4,19,7,6,3,12,2,9
account_00000022,2025-09-05,10,7,17,10,9,5,23,3,9
account_00000022,2025-09-07,9,6,15,9,7,7,15,5,10
account_00000022,2025-09-20,8,6,18,17,16,7,15,5,8
account_00000022,2025-09-26,6,4,12,6,5,2,14,1,8
account_00000022,2025-10-08,6,4,9,6,5,4,17,2,8
account_00000022,2025-10-19,5,4,11,7,6,3,12,2,8
account_00000022,2025-10-20,6,4,12,3,2,3,15,1,8
account_00000022,2025-10-31,9,6,11,6,5,2,12,0,7
account_00000022,2025-11-09,10,7,21,10,8,5,14,0,10
account_00000022,2025-11-10,6,4,6,10,9,7,21,1,6
account_00000022,2025-11-20,9,6,20,8,7,4,14,5,7
account_00000022,2025-11-26,5,4,5,5,4,1,12,1,8
account_00000022,2025-12-15,6,4,9,4,3,0,18,2,9
account_00000022,2025-12-23,8,6,11,7,6,7,15,3,10
account_00000022,2025-12-24,10,7,22,11,10,4,17,4,10
account_00000022,2025-12-25,6,4,6,9,8,3,11,4,10
account_00000022,2026-01-04,6,4,11,5,4,1,13,3,10
account_00000022,2026-01-12,5,4,7,4,4,3,22,4,8
account_00000022,2026-01-26,9,6,13,12,10,7,19,6,10
account_00000022,2026-01-31,4,3,9,5,4,3,15,1,9
account_00000022,2026-02-04,4,3,6,5,5,2,13,3,8
account_00000022,2026-02-06,5,4,14,6,5,2,15,1,8
account_00000022,2026-02-19,9,6,12,9,7,4,14,2,6
account_00000022,2026-02-26,6,4,10,5,4,1,19,4,7
account_00000022,2026-03-03,10,7,23,8,7,1,13,3,8
account_00000022,2026-03-07,10,7,15,15,12,7,14,5,10
account_00000022,2026-03-11,8,6,18,13,11,6,17,4,9
account_00000022,2026-03-30,10,7,30,12,11,5,14,7,9
account_00000022,2026-04-12,5,4,12,8,7,4,18,2,8
account_00000022,2026-04-15,9,6,19,6,5,2,15,3,10
account_00000022,2026-04-17,10,7,16,11,9,3,14,5,7
account_00000022,2026-04-18,4,3,9,3,3,1,17,1,7
account_00000022,2026-05-09,5,4,9,9,8,2,19,2,10
account_00000022,2026-05-10,8,6,15,12,10,3,17,6,7
account_00000022,2026-05-16,6,4,9,6,5,1,9,3,10
account_00000022,2026-05-18,6,4,11,12,10,6,21,6,8
account_00000022,2026-06-03,8,6,16,5,4,3,20,2,9
account_00000022,2026-06-12,8,6,11,7,6,2,17,7,9
account_00000022,2026-06-17,10,7,24,14,12,7,18,5,7
