ticket_id,account_id,created_at,first_response_at,resolved_at,closed_at,priority,category,ticket_status,channel,escalated_flag,reopened_count,csat_score
ticket_00000024,account_00000013,2026-06-30 19:00:00,2026-07-01 00:36:31.340977804,2026-07-02 17:26:41.358053081,2026-07-03 01:26:41.358053081,low,billing,closed,portal,False,0,4
ticket_00000025,account_00000019,2026-04-24 17:00:00,2026-04-24 20:59:22.353528636,2026-04-25 00:55:48.366154125,2026-04-25 08:55:48.366154125,normal,permissions,closed,portal,False,0,4
ticket_00000026,account_00000019,2026-05-07 07:00:00,2026-05-07 09:12:21.692205667,2026-05-09 16:29:30.665221489,2026-05-10 00:29:30.665221489,normal,performance,closed,email,False,0,4
ticket_00000027,account_00000019,2026-05-05 13:00:00,2026-05-05 15:58:59.038370442,2026-05-05 20:12:07.985133413,2026-05-06 04:12:07.985133413,normal,mobile,closed,email,False,0,3
ticket_00000028,account_00000022,2026-01-03 15:00:00,2026-01-03 19:22:51.991743049,2026-01-04 10:37:07.490328389,2026-01-04 18:37:07.490328389,normal,reporting,closed,portal,False,0,3
ticket_00000029,account_00000022,2026-02-18 14:00:00,2026-02-19 03:43:12.377197542,2026-02-20 15:25:50.571603334,2026-02-20 23:25:50.571603334,normal,reporting,closed,email,False,0,5
ticket_00000030,account_00000023,2024-12-07 07:00:00,2024-12-07 09:22:07.141601711,2024-12-07 20:48:37.045931604,2024-12-08 04:48:37.045931604,normal,permissions,closed,chat,False,0,5
ticket_00000031,account_00000023,2025-03-23 13:00:00,2025-03-23 19:26:24.975705706,2025-03-24 06:18:53.685098538,2025-03-24 14:18:53.685098538,high,mobile,closed,chat,True,0,4
ticket_00000032,account_00000023,2025-10-16 19:00:00,2025-10-16 23:27:34.620818517,2025-10-17 03:57:13.406955458,2025-10-17 11:57:13.406955458,normal,integration,closed,email,False,0,3
ticket_00000033,account_00000023,2025-12-06 16:00:00,2025-12-06 17:14:21.495090817,2025-12-07 01:10:55.176928163,2025-12-07 09:10:55.176928163,high,integration,closed,phone,False,0,4
ticket_00000034,account_00000035,2025-09-07 16:00:00,2025-09-07 17:31:58.987107751,2025-09-07 21:20:51.785743865,2025-09-08 05:20:51.785743865,high,reporting,closed,portal,False,0,4
ticket_00000035,account_00000035,2025-12-31 14:00:00,2025-12-31 18:33:20.639837733,2026-01-01 14:06:48.382150111,2026-01-01 22:06:48.382150111,high,performance,closed,chat,False,0,4
ticket_00000036,account_00000035,2026-05-23 12:00:00,2026-05-23 15:16:04.563532625,2026-05-24 00:16:58.062426815,2026-05-24 08:16:58.062426815,normal,billing,closed,phone,False,0,3
ticket_00000037,account_00000035,2026-05-09 08:00:00,2026-05-10 06:15:49.828992908,2026-05-11 01:53:18.250868011,2026-05-11 09:53:18.250868011,normal,mobile,closed,chat,False,0,5
ticket_00000038,account_00000040,2025-11-04 19:00:00,2025-11-05 02:08:50.071666352,2025-11-05 11:48:09.652814373,2025-11-05 19:48:09.652814373,normal,performance,closed,portal,False,0,5
ticket_00000039,account_00000044,2024-12-27 12:00:00,2024-12-27 14:15:26.146103183,2024-12-27 23:02:31.089622197,2024-12-28 07:02:31.089622197,high,integration,closed,portal,False,0,5
ticket_00000040,account_00000044,2025-01-04 10:00:00,2025-01-04 16:23:56.981378306,2025-01-05 04:45:25.929104456,2025-01-05 12:45:25.929104456,normal,configuration,closed,portal,False,0,5
ticket_00000041,account_00000044,2025-08-30 10:00:00,2025-08-30 12:00:04.169088902,2025-08-31 09:14:17.592666113,2025-08-31 17:14:17.592666113,urgent,performance,closed,email,False,0,4
ticket_00000042,account_00000044,2025-09-12 10:00:00,2025-09-12 18:25:15.804586048,2025-09-13 01:09:02.627279884,2025-09-13 09:09:02.627279884,normal,billing,closed,portal,False,0,5
ticket_00000043,account_00000044,2026-01-07 11:00:00,2026-01-07 15:56:24.676605821,2026-01-07 22:22:38.621993608,2026-01-08 06:22:38.621993608,normal,performance,closed,email,False,0,4
ticket_00000044,account_00000044,2026-06-14 16:00:00,2026-06-14 20:27:50.491219124,2026-06-15 11:07:26.425666001,2026-06-15 19:07:26.425666001,normal,mobile,closed,chat,False,0,5
ticket_00000045,account_00000047,2025-08-19 17:00:00,2025-08-19 22:31:01.303538443,2025-08-20 05:49:21.877001299,2025-08-20 13:49:21.877001299,low,reporting,closed,chat,False,0,5
ticket_00000046,account_00000047,2025-10-31 07:00:00,2025-10-31 08:28:27.723604484,2025-10-31 16:11:19.750121051,2025-11-01 00:11:19.750121051,normal,reporting,closed,email,False,0,5
ticket_00000047,account_00000047,2025-12-16 08:00:00,2025-12-16 12:52:48.526085983,2025-12-17 06:46:42.196516212,2025-12-17 14:46:42.196516212,urgent,configuration,closed,email,True,0,4
ticket_00000048,account_00000047,2025-12-13 19:00:00,2025-12-13 20:23:34.837870532,2025-12-16 00:15:53.527455827,2025-12-16 08:15:53.527455827,high,billing,closed,portal,False,0,4
ticket_00000049,account_00000047,2026-06-09 08:00:00,2026-06-10 08:58:44.916157118,2026-06-10 11:06:57.804081571,2026-06-10 19:06:57.804081571,normal,configuration,closed,phone,False,1,4
ticket_00000050,account_00000051,2025-05-05 13:00:00,2025-05-05 16:00:31.067959763,2025-05-08 03:07:05.466244927,2025-05-08 11:07:05.466244927,normal,mobile,closed,email,False,0,5
ticket_00000051,account_00000051,2025-06-04 12:00:00,2025-06-04 15:02:01.433535453,2025-06-05 15:38:59.961089634,2025-06-05 23:38:59.961089634,high,billing,closed,email,False,0,4
ticket_00000052,account_00000056,2025-06-30 15:00:00,2025-06-30 20:26:42.528392695,2025-07-01 13:56:03.563179303,2025-07-01 21:56:03.563179303,normal,reporting,closed,chat,False,0,4
ticket_00000053,account_00000069,2024-05-01 10:00:00,2024-05-01 17:06:35.975741405,2024-05-02 02:26:19.640797705,2024-05-02 10:26:19.640797705,low,mobile,closed,email,False,0,5
ticket_00000054,account_00000069,2024-09-19 14:00:00,2024-09-19 16:54:37.189369594,2024-09-19 21:09:40.091151337,2024-09-20 05:09:40.091151337,high,configuration,closed,portal,True,0,5
ticket_00000055,account_00000069,2024-11-18 17:00:00,2024-11-19 10:42:32.022997844,2024-11-21 20:46:09.180544030,2024-11-22 04:46:09.180544030,normal,reporting,closed,portal,False,0,4
ticket_00000056,account_00000069,2024-11-08 08:00:00,2024-11-08 13:30:41.693759430,2024-11-09 01:45:32.533523355,2024-11-09 09:45:32.533523355,normal,billing,closed,chat,False,0,5
ticket_00000057,account_00000069,2024-11-06 10:00:00,2024-11-06 15:33:47.156860733,2024-11-07 15:42:09.648411195,2024-11-07 23:42:09.648411195,urgent,billing,closed,portal,False,1,4
ticket_00000058,account_00000069,2025-01-02 17:00:00,2025-01-02 18:42:50.975773473,2025-01-03 15:37:15.474211593,2025-01-03 23:37:15.474211593,high,reporting,closed,chat,True,0,3
ticket_00000059,account_00000069,2025-01-26 16:00:00,2025-01-26 19:31:26.248907472,2025-01-27 05:56:05.162324859,2025-01-27 13:56:05.162324859,normal,performance,closed,email,False,0,4
ticket_00000060,account_00000069,2025-02-08 12:00:00,2025-02-08 14:43:59.425605833,2025-02-08 23:09:17.355172134,2025-02-09 07:09:17.355172134,normal,configuration,closed,portal,False,1,4
ticket_00000061,account_00000069,2025-05-15 19:00:00,2025-05-15 23:32:26.751152188,2025-05-16 09:05:44.749566678,2025-05-16 17:05:44.749566678,high,integration,closed,email,True,0,4
ticket_00000062,account_00000069,2025-07-22 10:00:00,2025-07-22 11:46:04.701850579,2025-07-23 01:46:22.382500662,2025-07-23 09:46:22.382500662,high,integration,closed,phone,False,0,5
ticket_00000063,account_00000069,2025-10-23 09:00:00,2025-10-23 13:56:06.446095152,2025-10-23 15:55:29.157252365,2025-10-23 23:55:29.157252365,normal,billing,closed,portal,False,0,5
ticket_00000064,account_00000069,2026-04-17 12:00:00,2026-04-17 18:02:00.099820560,2026-04-18 21:51:36.687983669,2026-04-19 05:51:36.687983669,low,mobile,closed,chat,False,1,4
ticket_00000065,account_00000069,2026-05-23 15:00:00,2026-05-24 01:09:24.963061327,2026-05-24 06:28:22.579461256,2026-05-24 14:28:22.579461256,normal,configuration,closed,portal,False,0,5
ticket_00000066,account_00000069,2026-05-28 19:00:00,2026-05-29 02:21:32.480447520,2026-05-29 13:01:42.830263494,2026-05-29 21:01:42.830263494,high,configuration,closed,portal,True,1,4
ticket_00000067,account_00000079,2026-02-22 15:00:00,2026-02-22 23:42:21.691873040,2026-02-23 14:46:28.435244550,2026-02-23 22:46:28.435244550,low,integration,closed,email,False,0,5
ticket_00000068,account_00000079,2026-04-11 14:00:00,2026-04-11 19:29:42.324528488,2026-04-12 02:23:58.103683450,2026-04-12 10:23:58.103683450,low,mobile,closed,email,False,0,5
ticket_00000069,account_00000079,2026-05-07 12:00:00,2026-05-07 23:59:10.992985862,2026-05-08 19:10:04.564497190,2026-05-09 03:10:04.564497190,normal,performance,closed,chat,False,0,3
ticket_00000070,account_00000080,2025-09-10 10:00:00,2025-09-10 19:36:00.066111545,2025-09-12 05:29:03.569457319,2025-09-12 13:29:03.569457319,normal,billing,closed,chat,False,1,5
ticket_00000071,account_00000080,2025-09-29 13:00:00,2025-09-30 00:08:15.758907170,2025-09-30 12:19:38.165549900,2025-09-30 20:19:38.165549900,normal,integration,closed,portal,False,1,3
ticket_00000072,account_00000080,2026-03-25 16:00:00,2026-03-25 22:28:48.693070479,2026-03-26 06:34:14.936214085,2026-03-26 14:34:14.936214085,normal,permissions,closed,portal,False,0,4
ticket_00000073,account_00000080,2026-03-15 13:00:00,2026-03-16 00:40:45.416174561,2026-03-16 17:30:56.376472166,2026-03-17 01:30:56.376472166,normal,performance,closed,email,False,0,5
ticket_00000074,account_00000080,2026-04-30 10:00:00,2026-04-30 16:05:32.115112910,2026-04-30 21:22:24.413728325,2026-05-01 05:22:24.413728325,normal,reporting,closed,phone,False,0,5
ticket_00000075,account_00000083,2024-12-17 16:00:00,2024-12-17 21:40:23.801114855,2024-12-18 13:44:56.095185005,2024-12-18 21:44:56.095185005,normal,configuration,closed,chat,False,1,5
ticket_00000076,account_00000083,2025-05-17 17:00:00,2025-05-17 18:39:16.317784426,2025-05-18 10:59:52.101150520,2025-05-18 18:59:52.101150520,high,reporting,closed,email,True,3,3
ticket_00000077,account_00000083,2025-06-14 09:00:00,2025-06-15 00:40:57.753114346,2025-06-16 09:14:20.244676595,2025-06-16 17:14:20.244676595,normal,reporting,closed,email,False,1,5
ticket_00000078,account_00000083,2025-07-10 16:00:00,2025-07-10 19:22:59.900423916,2025-07-10 22:55:50.132655373,2025-07-11 06:55:50.132655373,low,performance,closed,portal,False,0,5
ticket_00000079,account_00000083,2026-02-28 13:00:00,2026-02-28 14:37:25.474321135,2026-03-02 09:47:10.999639354,2026-03-02 17:47:10.999639354,high,permissions,closed,portal,True,1,3
ticket_00000080,account_00000083,2026-04-29 13:00:00,2026-04-29 19:07:12.281304642,2026-04-30 07:10:36.931634162,2026-04-30 15:10:36.931634162,normal,permissions,closed,email,False,0,5
ticket_00000081,account_00000085,2025-04-28 14:00:00,2025-04-28 17:13:24.410338372,2025-04-28 21:32:28.040486478,2025-04-29 05:32:28.040486478,high,performance,closed,email,False,0,5
ticket_00000082,account_00000085,2025-04-05 16:00:00,2025-04-05 18:19:47.664462510,2025-04-06 14:43:06.362448514,2025-04-06 22:43:06.362448514,high,permissions,closed,email,False,0,3
ticket_00000083,account_00000086,2025-12-02 14:00:00,2025-12-03 13:03:17.433588825,2025-12-04 21:14:32.201958226,2025-12-05 05:14:32.201958226,normal,performance,closed,portal,False,0,5
ticket_00000084,account_00000087,2025-10-07 10:00:00,2025-10-07 17:37:07.681123855,2025-10-08 08:40:09.552395960,2025-10-08 16:40:09.552395960,low,integration,closed,chat,False,0,4
ticket_00000085,account_00000087,2026-02-16 08:00:00,2026-02-16 15:29:28.616091755,2026-02-17 03:36:51.359403367,2026-02-17 11:36:51.359403367,high,mobile,closed,chat,False,0,5
ticket_00000086,account_00000089,2024-12-27 13:00:00,2024-12-27 15:43:50.936992820,2024-12-28 00:00:17.528970665,2024-12-28 08:00:17.528970665,low,mobile,closed,email,False,0,4
ticket_00000087,account_00000089,2025-03-16 13:00:00,2025-03-16 14:36:40.170603674,2025-03-17 00:29:54.608472056,2025-03-17 08:29:54.608472056,high,performance,closed,email,False,0,5
ticket_00000088,account_00000093,2025-07-29 14:00:00,2025-07-29 18:24:47.695909106,2025-07-30 10:59:10.136272041,2025-07-30 18:59:10.136272041,normal,integration,closed,portal,False,0,4
ticket_00000089,account_00000093,2025-09-03 19:00:00,2025-09-03 22:39:12.174168491,2025-09-05 05:45:08.175406425,2025-09-05 13:45:08.175406425,normal,billing,closed,email,False,0,5
ticket_00000090,account_00000093,2026-01-21 18:00:00,2026-01-22 00:17:23.412164892,2026-01-22 14:22:23.819228169,2026-01-22 22:22:23.819228169,low,reporting,closed,portal,False,0,3
ticket_00000091,account_00000093,2026-02-17 12:00:00,2026-02-17 16:32:44.549603460,2026-02-18 04:25:00.631937363,2026-02-18 12:25:00.631937363,normal,billing,closed,email,False,0,5
ticket_00000092,account_00000093,2026-03-06 11:00:00,2026-03-06 15:03:30.507837291,2026-03-07 16:45:22.493092223,2026-03-08 00:45:22.493092223,normal,billing,closed,portal,False,0,4
ticket_00000093,account_00000095,2025-08-22 10:00:00,2025-08-22 12:09:03.206921200,2025-08-23 05:48:25.541926602,2025-08-23 13:48:25.541926602,normal,integration,closed,email,False,0,4
ticket_00000094,account_00000095,2025-11-20 07:00:00,2025-11-20 14:57:51.631582616,2025-11-21 01:09:55.155668147,2025-11-21 09:09:55.155668147,normal,integration,closed,portal,False,0,3
ticket_00000095,account_00000095,2025-11-21 16:00:00,2025-11-21 23:56:02.822140108,2025-11-22 15:41:18.003093510,2025-11-22 23:41:18.003093510,urgent,reporting,closed,portal,False,0,5
ticket_00000096,account_00000095,2026-03-05 19:00:00,2026-03-06 08:19:56.280364335,2026-03-08 00:20:56.101243675,2026-03-08 08:20:56.101243675,high,reporting,closed,email,False,0,5
ticket_00000097,account_00000095,2026-04-11 10:00:00,2026-04-11 17:15:39.044794416,2026-04-12 06:14:17.611719355,2026-04-12 14:14:17.611719355,normal,performance,closed,email,False,0,5
ticket_00000098,account_00000100,2026-05-24 12:00:00,2026-05-24 16:24:51.417898605,2026-05-25 19:53:59.078589124,2026-05-26 03:53:59.078589124,high,mobile,closed,chat,False,0,4
ticket_00000099,account_00000101,2026-06-04 18:00:00,2026-06-04 22:42:04.931411508,2026-06-05 07:21:22.486557381,2026-06-05 15:21:22.486557381,low,integration,closed,chat,False,0,4
ticket_00000100,account_00000104,2025-05-29 17:00:00,2025-05-30 01:25:02.986932673,2025-05-30 06:29:16.927696490,2025-05-30 14:29:16.927696490,normal,configuration,closed,email,False,0,4
ticket_00000101,account_00000104,2025-12-14 17:00:00,2025-12-14 22:01:14.219617290,2025-12-15 15:11:31.307343364,2025-12-15 23:11:31.307343364,urgent,billing,closed,chat,False,0,5
ticket_00000102,account_00000106,2024-06-14 18:00:00,2024-06-14 19:24:22.680243345,2024-06-15 05:50:14.661358413,2024-06-15 13:50:14.661358413,urgent,performance,closed,email,True,0,4
ticket_00000103,account_00000106,2024-10-23 15:00:00,2024-10-23 18:01:04.837931715,2024-10-24 00:12:24.601259116,2024-10-24 08:12:24.601259116,normal,billing,closed,portal,False,0,5
ticket_00000104,account_00000106,2025-09-23 13:00:00,2025-09-23 16:05:32.159615793,2025-09-24 00:23:01.019612148,2025-09-24 08:23:01.019612148,normal,integration,closed,portal,False,0,5
ticket_00000105,account_00000108,2025-07-02 11:00:00,2025-07-02 14:53:02.188143496,2025-07-03 02:29:52.245682999,2025-07-03 10:29:52.245682999,urgent,performance,closed,portal,False,0,3
ticket_00000106,account_00000108,2025-08-01 07:00:00,2025-08-01 13:01:49.003720524,2025-08-02 03:38:34.920302126,2025-08-02 11:38:34.920302126,urgent,mobile,closed,portal,False,0,4
ticket_00000107,account_00000108,2026-02-03 19:00:00,2026-02-04 02:10:16.139095612,2026-02-04 07:48:44.801310915,2026-02-04 15:48:44.801310915,normal,configuration,closed,portal,False,0,4
ticket_00000108,account_00000108,2026-02-24 10:00:00,2026-02-24 13:54:25.596903415,2026-02-25 00:26:13.299591688,2026-02-25 08:26:13.299591688,low,permissions,closed,chat,False,0,5
ticket_00000109,account_00000108,2026-05-06 13:00:00,2026-05-06 18:23:36.099426463,2026-05-07 18:03:02.830538717,2026-05-08 02:03:02.830538717,high,reporting,closed,chat,False,0,3
ticket_00000110,account_00000108,2026-05-02 15:00:00,2026-05-02 22:24:37.421307417,2026-05-03 06:46:34.171439794,2026-05-03 14:46:34.171439794,normal,integration,closed,chat,False,0,4
ticket_00000111,account_00000110,2024-09-03 12:00:00,2024-09-03 14:45:14.369614937,2024-09-04 04:03:26.602196803,2024-09-04 12:03:26.602196803,low,billing,closed,email,False,0,4
ticket_00000112,account_00000110,2025-01-13 08:00:00,2025-01-13 12:31:19.093961773,2025-01-14 08:51:50.820455189,2025-01-14 16:51:50.820455189,normal,mobile,closed,chat,False,0,5
ticket_00000113,account_00000110,2025-02-01 08:00:00,2025-02-01 09:41:52.961620695,2025-02-01 17:07:51.883272088,2025-02-02 01:07:51.883272088,high,configuration,closed,portal,False,0,5
ticket_00000114,account_00000110,2025-06-22 07:00:00,2025-06-22 12:42:34.375060226,2025-06-22 20:02:06.672629148,2025-06-23 04:02:06.672629148,high,billing,closed,email,False,1,4
ticket_00000115,account_00000110,2025-08-31 07:00:00,2025-08-31 13:40:00.133818210,2025-08-31 18:16:06.298645412,2025-09-01 02:16:06.298645412,normal,performance,closed,chat,False,0,5
ticket_00000116,account_00000110,2025-09-22 16:00:00,2025-09-22 22:02:59.392564965,2025-09-23 13:31:57.448579328,2025-09-23 21:31:57.448579328,normal,reporting,closed,portal,False,0,5
ticket_00000117,account_00000110,2026-03-17 16:00:00,2026-03-17 20:40:00.787146722,2026-03-19 10:24:53.793657185,2026-03-19 18:24:53.793657185,low,mobile,closed,email,False,0,4
ticket_00000118,account_00000110,2026-04-28 17:00:00,2026-04-29 02:00:38.987079380,2026-04-30 20:46:49.566489852,2026-05-01 04:46:49.566489852,normal,mobile,closed,email,False,0,5
ticket_00000119,account_00000111,2025-03-05 15:00:00,2025-03-05 16:34:16.738697124,2025-03-06 20:45:39.199407418,2025-03-07 04:45:39.199407418,high,performance,closed,email,False,0,4
ticket_00000120,account_00000111,2025-06-20 14:00:00,2025-06-20 19:51:45.507963473,2025-06-21 13:23:10.323532607,2025-06-21 21:23:10.323532607,low,configuration,closed,email,False,0,4
ticket_00000121,account_00000111,2025-08-05 07:00:00,2025-08-05 10:33:16.994792215,2025-08-06 03:48:45.598032054,2025-08-06 11:48:45.598032054,high,mobile,closed,phone,False,0,4
ticket_00000122,account_00000111,2026-04-15 10:00:00,2026-04-15 13:30:04.174581475,2026-04-16 01:08:22.152550222,2026-04-16 09:08:22.152550222,normal,permissions,closed,portal,False,0,4
ticket_00000123,account_00000113,2025-07-17 09:00:00,2025-07-17 11:29:53.168842933,2025-07-17 18:06:45.118450006,2025-07-18 02:06:45.118450006,normal,reporting,closed,portal,False,0,4
ticket_00000124,account_00000113,2025-09-14 11:00:00,2025-09-14 14:50:39.273770900,2025-09-15 08:50:06.067017654,2025-09-15 16:50:06.067017654,low,integration,closed,email,False,0,4
ticket_00000125,account_00000113,2026-04-01 09:00:00,2026-04-01 12:04:49.678445715,2026-04-02 14:32:21.771625611,2026-04-02 22:32:21.771625611,normal,permissions,closed,chat,False,0,4
ticket_00000126,account_00000116,2026-03-10 11:00:00,2026-03-10 15:51:05.225355961,2026-03-10 23:52:42.315985209,2026-03-11 07:52:42.315985209,normal,permissions,closed,email,False,0,5
ticket_00000127,account_00000123,2025-04-09 18:00:00,2025-04-10 22:00:40.396229761,2025-04-11 05:52:08.016115875,2025-04-11 13:52:08.016115875,normal,mobile,closed,portal,False,0,5
ticket_00000128,account_00000123,2025-05-30 11:00:00,2025-05-30 12:29:48.511207203,2025-05-31 19:59:15.954615377,2025-06-01 03:59:15.954615377,high,configuration,closed,portal,False,0,5
ticket_00000129,account_00000123,2025-09-19 19:00:00,2025-09-20 02:33:51.829677231,2025-09-20 09:07:34.212305706,2025-09-20 17:07:34.212305706,normal,performance,closed,email,False,0,4
ticket_00000130,account_00000124,2024-10-11 12:00:00,2024-10-11 18:49:29.091201618,2024-10-13 17:08:42.718629724,2024-10-14 01:08:42.718629724,normal,configuration,closed,email,False,0,4
ticket_00000131,account_00000124,2026-03-14 07:00:00,2026-03-14 08:20:40.928908543,2026-03-14 17:13:18.096753384,2026-03-15 01:13:18.096753384,high,billing,closed,portal,True,1,4
ticket_00000132,account_00000126,2026-03-21 10:00:00,2026-03-21 13:38:31.851954489,2026-03-21 23:12:32.368958770,2026-03-22 07:12:32.368958770,urgent,performance,closed,email,False,0,4
ticket_00000133,account_00000126,2026-06-16 10:00:00,2026-06-16 15:23:47.158963797,2026-06-16 23:36:14.730329983,2026-06-17 07:36:14.730329983,low,performance,closed,portal,False,0,5
ticket_00000134,account_00000127,2025-06-07 10:00:00,2025-06-07 20:38:25.003002572,2025-06-08 10:30:40.805120386,2025-06-08 18:30:40.805120386,normal,performance,closed,portal,False,0,5
ticket_00000135,account_00000128,2024-09-09 16:00:00,2024-09-09 20:32:50.352614666,2024-09-10 01:22:03.151252431,2024-09-10 09:22:03.151252431,high,mobile,closed,chat,False,0,4
ticket_00000136,account_00000128,2025-06-26 09:00:00,2025-06-26 11:58:00.719806106,2025-06-26 19:16:09.587635595,2025-06-27 03:16:09.587635595,high,integration,closed,email,False,0,3
ticket_00000137,account_00000128,2025-06-03 08:00:00,2025-06-03 19:06:32.906284432,2025-06-05 11:35:32.476271440,2025-06-05 19:35:32.476271440,normal,reporting,closed,email,False,0,4
ticket_00000138,account_00000128,2026-01-28 18:00:00,2026-01-29 00:28:18.657386250,2026-01-30 03:44:57.881686116,2026-01-30 11:44:57.881686116,normal,performance,closed,email,False,0,3
ticket_00000139,account_00000128,2026-03-19 14:00:00,2026-03-19 17:11:25.226609773,2026-03-20 14:18:49.124851769,2026-03-20 22:18:49.124851769,high,configuration,closed,chat,False,0,4
ticket_00000140,account_00000129,2026-02-18 08:00:00,2026-02-18 11:33:09.024032206,2026-02-18 23:44:35.260125005,2026-02-19 07:44:35.260125005,low,integration,closed,portal,False,0,5
ticket_00000141,account_00000129,2026-03-05 09:00:00,2026-03-05 11:36:53.151356034,2026-03-06 06:08:40.571591842,2026-03-06 14:08:40.571591842,high,billing,closed,portal,False,0,5
ticket_00000142,account_00000129,2026-04-14 08:00:00,2026-04-14 11:37:38.497826851,2026-04-14 21:44:11.530001043,2026-04-15 05:44:11.530001043,low,configuration,closed,email,False,0,5
ticket_00000143,account_00000131,2025-05-19 17:00:00,2025-05-20 14:50:08.843473911,2025-05-21 06:40:02.050302963,2025-05-21 14:40:02.050302963,low,permissions,closed,portal,False,1,5
ticket_00000144,account_00000131,2025-06-06 15:00:00,2025-06-06 18:55:56.661242747,2025-06-07 21:09:37.281922065,2025-06-08 05:09:37.281922065,normal,performance,closed,chat,False,0,4
