user_id,account_id,workspace_id,created_at,role_name,user_status,invited_at,activated_at,deactivated_at,mobile_user_flag
user_00000031,account_00000009,workspace_00000005,2025-03-27 00:00:00,dispatcher,deactivated,2025-03-27 00:00:00,2025-03-30 03:00:00,2025-06-30 00:00:00,True
user_00000032,account_00000013,workspace_00000006,2024-08-04 00:00:00,field_worker,active,2024-08-04 00:00:00,2024-08-04 18:00:00,,True
user_00000033,account_00000013,workspace_00000006,2024-07-31 00:00:00,field_worker,active,2024-07-31 00:00:00,2024-08-02 13:00:00,,False
user_00000034,account_00000013,workspace_00000007,2024-08-30 00:00:00,administrator,active,2024-08-30 00:00:00,2024-08-31 19:00:00,,True
user_00000035,account_00000013,workspace_00000007,2024-07-30 00:00:00,manager,active,2024-07-30 00:00:00,2024-07-31 16:00:00,,False
user_00000036,account_00000013,workspace_00000007,2024-07-30 00:00:00,dispatcher,active,2024-07-30 00:00:00,2024-08-01 22:00:00,,False
user_00000037,account_00000013,workspace_00000007,2024-08-31 00:00:00,field_worker,active,2024-08-31 00:00:00,2024-08-31 09:00:00,,True
user_00000038,account_00000013,workspace_00000007,2024-08-19 00:00:00,manager,active,2024-08-19 00:00:00,2024-08-21 16:00:00,,False
user_00000039,account_00000013,workspace_00000006,2024-08-04 00:00:00,dispatcher,active,2024-08-04 00:00:00,2024-08-07 19:00:00,,True
user_00000040,account_00000013,workspace_00000006,2024-08-22 00:00:00,field_worker,active,2024-08-22 00:00:00,2024-08-24 19:00:00,,True
user_00000041,account_00000013,workspace_00000006,2024-08-29 00:00:00,manager,active,2024-08-29 00:00:00,2024-09-01 21:00:00,,False
user_00000042,account_00000013,workspace_00000006,2024-08-08 00:00:00,administrator,active,2024-08-08 00:00:00,2024-08-08 16:00:00,,False
user_00000043,account_00000013,workspace_00000007,2024-08-16 00:00:00,field_worker,active,2024-08-16 00:00:00,2024-08-17 02:00:00,,True
user_00000044,account_00000013,workspace_00000007,2024-08-23 00:00:00,administrator,active,2024-08-23 00:00:00,2024-08-23 05:00:00,,False
user_00000045,account_00000013,workspace_00000006,2024-08-23 00:00:00,dispatcher,active,2024-08-23 00:00:00,2024-08-26 21:00:00,,True
user_00000046,account_00000013,workspace_00000007,2024-08-15 00:00:00,manager,active,2024-08-15 00:00:00,,,True
user_00000047,account_00000013,workspace_00000006,2024-08-22 00:00:00,field_worker,active,2024-08-22 00:00:00,2024-08-22 03:00:00,,True
user_00000048,account_00000013,workspace_00000006,2024-08-05 00:00:00,field_worker,active,2024-08-05 00:00:00,2024-08-06 15:00:00,,True
user_00000049,account_00000013,workspace_00000007,2024-08-06 00:00:00,field_worker,active,2024-08-06 00:00:00,2024-08-06 10:00:00,,True
user_00000050,account_00000013,workspace_00000006,2024-08-25 00:00:00,dispatcher,active,2024-08-25 00:00:00,2024-08-25 13:00:00,,True
user_00000051,account_00000013,workspace_00000006,2024-08-06 00:00:00,dispatcher,active,2024-08-06 00:00:00,2024-08-09 05:00:00,,False
user_00000052,account_00000013,workspace_00000006,2024-07-25 00:00:00,field_worker,active,2024-07-25 00:00:00,2024-07-27 07:00:00,,True
user_00000053,account_00000013,workspace_00000007,2024-08-11 00:00:00,field_worker,active,2024-08-11 00:00:00,2024-08-14 03:00:00,,True
user_00000054,account_00000013,workspace_00000007,2024-08-02 00:00:00,administrator,active,2024-08-02 00:00:00,2024-08-05 23:00:00,,True
user_00000055,account_00000013,workspace_00000007,2024-08-24 00:00:00,dispatcher,active,2024-08-24 00:00:00,2024-08-25 17:00:00,,False
user_00000056,account_00000013,workspace_00000007,2024-08-17 00:00:00,field_worker,active,2024-08-17 00:00:00,2024-08-19 14:00:00,,True
user_00000057,account_00000013,workspace_00000007,2024-08-10 00:00:00,field_worker,active,2024-08-10 00:00:00,2024-08-11 20:00:00,,False
user_00000058,account_00000013,workspace_00000007,2024-08-25 00:00:00,field_worker,active,2024-08-25 00:00:00,2024-08-28 08:00:00,,True
user_00000059,account_00000013,workspace_00000007,2024-08-23 00:00:00,external_contractor,active,2024-08-23 00:00:00,2024-08-25 17:00:00,,False
user_00000060,account_00000013,workspace_00000006,2024-07-28 00:00:00,field_worker,active,2024-07-28 00:00:00,2024-07-31 02:00:00,,True
user_00000061,account_00000013,workspace_00000006,2024-08-29 00:00:00,field_worker,active,2024-08-29 00:00:00,2024-09-01 02:00:00,,True
user_00000062,account_00000013,workspace_00000007,2024-08-07 00:00:00,dispatcher,active,2024-08-07 00:00:00,2024-08-08 02:00:00,,True
user_00000063,account_00000013,workspace_00000006,2024-07-31 00:00:00,field_worker,active,2024-07-31 00:00:00,2024-07-31 17:00:00,,False
user_00000064,account_00000013,workspace_00000007,2024-08-21 00:00:00,field_worker,active,2024-08-21 00:00:00,2024-08-22 02:00:00,,False
user_00000065,account_00000013,workspace_00000007,2024-08-12 00:00:00,field_worker,active,2024-08-12 00:00:00,,,False
user_00000066,account_00000013,workspace_00000007,2024-07-31 00:00:00,dispatcher,active,2024-07-31 00:00:00,2024-08-02 09:00:00,,False
user_00000067,account_00000019,workspace_00000010,2026-04-19 00:00:00,manager,active,2026-04-19 00:00:00,2026-04-22 21:00:00,,True
user_00000068,account_00000019,workspace_00000010,2026-04-26 00:00:00,field_worker,active,2026-04-26 00:00:00,,,True
user_00000069,account_00000019,workspace_00000008,2026-05-03 00:00:00,field_worker,active,2026-05-03 00:00:00,,,False
user_00000070,account_00000019,workspace_00000010,2026-04-27 00:00:00,dispatcher,active,2026-04-27 00:00:00,,,False
user_00000071,account_00000019,workspace_00000010,2026-04-29 00:00:00,field_worker,active,2026-04-29 00:00:00,,,True
user_00000072,account_00000019,workspace_00000008,2026-05-01 00:00:00,field_worker,active,2026-05-01 00:00:00,,,True
user_00000073,account_00000019,workspace_00000009,2026-04-05 00:00:00,manager,active,2026-04-05 00:00:00,2026-04-07 01:00:00,,False
user_00000074,account_00000019,workspace_00000010,2026-04-19 00:00:00,field_worker,active,2026-04-19 00:00:00,2026-04-21 01:00:00,,True
user_00000075,account_00000019,workspace_00000008,2026-04-16 00:00:00,manager,active,2026-04-16 00:00:00,2026-04-17 16:00:00,,True
user_00000076,account_00000019,workspace_00000009,2026-04-01 00:00:00,manager,active,2026-04-01 00:00:00,2026-04-04 05:00:00,,True
user_00000077,account_00000019,workspace_00000008,2026-05-02 00:00:00,dispatcher,active,2026-05-02 00:00:00,2026-05-03 14:00:00,,True
user_00000078,account_00000019,workspace_00000008,2026-04-13 00:00:00,field_worker,active,2026-04-13 00:00:00,2026-04-14 22:00:00,,True
user_00000079,account_00000019,workspace_00000009,2026-05-05 00:00:00,field_worker,active,2026-05-05 00:00:00,2026-05-05 21:00:00,,True
user_00000080,account_00000019,workspace_00000009,2026-04-17 00:00:00,field_worker,active,2026-04-17 00:00:00,,,False
user_00000081,account_00000019,workspace_00000008,2026-04-14 00:00:00,dispatcher,active,2026-04-14 00:00:00,,,True
user_00000082,account_00000019,workspace_00000010,2026-04-18 00:00:00,field_worker,active,2026-04-18 00:00:00,2026-04-18 01:00:00,,False
user_00000083,account_00000019,workspace_00000009,2026-04-25 00:00:00,manager,active,2026-04-25 00:00:00,2026-04-26 18:00:00,,True
user_00000084,account_00000019,workspace_00000010,2026-04-05 00:00:00,field_worker,active,2026-04-05 00:00:00,,,True
user_00000085,account_00000019,workspace_00000008,2026-04-12 00:00:00,field_worker,active,2026-04-12 00:00:00,2026-04-12 14:00:00,,True
user_00000086,account_00000019,workspace_00000010,2026-03-31 00:00:00,dispatcher,active,2026-03-31 00:00:00,2026-04-02 16:00:00,,True
user_00000087,account_00000019,workspace_00000010,2026-04-09 00:00:00,field_worker,active,2026-04-09 00:00:00,,,False
user_00000088,account_00000019,workspace_00000010,2026-04-22 00:00:00,field_worker,active,2026-04-22 00:00:00,2026-04-25 13:00:00,,True
user_00000089,account_00000019,workspace_00000010,2026-04-19 00:00:00,field_worker,active,2026-04-19 00:00:00,2026-04-19 04:00:00,,False
user_00000090,account_00000019,workspace_00000010,2026-03-27 00:00:00,dispatcher,active,2026-03-27 00:00:00,2026-03-30 12:00:00,,False
user_00000091,account_00000019,workspace_00000010,2026-04-08 00:00:00,field_worker,active,2026-04-08 00:00:00,2026-04-11 01:00:00,,True
user_00000092,account_00000019,workspace_00000010,2026-05-03 00:00:00,external_contractor,active,2026-05-03 00:00:00,2026-05-04 16:00:00,,True
user_00000093,account_00000019,workspace_00000010,2026-04-08 00:00:00,administrator,active,2026-04-08 00:00:00,,,True
user_00000094,account_00000019,workspace_00000009,2026-04-11 00:00:00,field_worker,active,2026-04-11 00:00:00,,,True
user_00000095,account_00000019,workspace_00000008,2026-04-01 00:00:00,dispatcher,active,2026-04-01 00:00:00,2026-04-02 02:00:00,,False
user_00000096,account_00000019,workspace_00000008,2026-04-26 00:00:00,field_worker,active,2026-04-26 00:00:00,2026-04-27 17:00:00,,True
user_00000097,account_00000019,workspace_00000009,2026-04-08 00:00:00,field_worker,active,2026-04-08 00:00:00,2026-04-10 19:00:00,,True
user_00000098,account_00000019,workspace_00000010,2026-04-10 00:00:00,administrator,active,2026-04-10 00:00:00,2026-04-12 04:00:00,,True
user_00000099,account_00000019,workspace_00000008,2026-04-28 00:00:00,field_worker,active,2026-04-28 00:00:00,,,True
user_00000100,account_00000019,workspace_00000010,2026-04-26 00:00:00,field_worker,active,2026-04-26 00:00:00,2026-04-28 15:00:00,,True
user_00000101,account_00000019,workspace_00000009,2026-04-09 00:00:00,field_worker,active,2026-04-09 00:00:00,2026-04-11 07:00:00,,True
user_00000102,account_00000022,workspace_00000011,2024-06-17 00:00:00,field_worker,active,2024-06-17 00:00:00,2024-06-18 21:00:00,,True
user_00000103,account_00000022,workspace_00000011,2024-06-03 00:00:00,field_worker,active,2024-06-03 00:00:00,2024-06-03 23:00:00,,True
user_00000104,account_00000022,workspace_00000011,2024-06-29 00:00:00,administrator,active,2024-06-29 00:00:00,2024-07-02 20:00:00,,True
user_00000105,account_00000022,workspace_00000011,2024-06-12 00:00:00,dispatcher,active,2024-06-12 00:00:00,2024-06-14 14:00:00,,True
user_00000106,account_00000022,workspace_00000011,2024-07-07 00:00:00,field_worker,active,2024-07-07 00:00:00,2024-07-10 14:00:00,,True
user_00000107,account_00000022,workspace_00000011,2024-06-17 00:00:00,field_worker,active,2024-06-17 00:00:00,2024-06-19 22:00:00,,True
user_00000108,account_00000022,workspace_00000011,2024-07-03 00:00:00,field_worker,active,2024-07-03 00:00:00,,,False
user_00000109,account_00000022,workspace_00000011,2024-06-15 00:00:00,field_worker,active,2024-06-15 00:00:00,2024-06-15 02:00:00,,True
user_00000110,account_00000022,workspace_00000011,2024-06-08 00:00:00,dispatcher,active,2024-06-08 00:00:00,2024-06-09 22:00:00,,True
user_00000111,account_00000022,workspace_00000011,2024-06-27 00:00:00,dispatcher,active,2024-06-27 00:00:00,,,False
user_00000112,account_00000022,workspace_00000011,2024-07-08 00:00:00,field_worker,active,2024-07-08 00:00:00,2024-07-09 14:00:00,,True
user_00000113,account_00000023,workspace_00000012,2024-08-07 00:00:00,field_worker,active,2024-08-07 00:00:00,2024-08-07 16:00:00,,False
user_00000114,account_00000023,workspace_00000012,2024-07-21 00:00:00,dispatcher,active,2024-07-21 00:00:00,2024-07-24 08:00:00,,True
user_00000115,account_00000023,workspace_00000012,2024-08-17 00:00:00,dispatcher,active,2024-08-17 00:00:00,2024-08-17 04:00:00,,True
user_00000116,account_00000023,workspace_00000012,2024-07-26 00:00:00,field_worker,active,2024-07-26 00:00:00,,,True
user_00000117,account_00000023,workspace_00000012,2024-07-16 00:00:00,dispatcher,active,2024-07-16 00:00:00,2024-07-19 01:00:00,,True
user_00000118,account_00000023,workspace_00000012,2024-08-01 00:00:00,field_worker,active,2024-08-01 00:00:00,2024-08-02 08:00:00,,True
user_00000119,account_00000024,workspace_00000014,2025-07-24 00:00:00,field_worker,active,2025-07-24 00:00:00,2025-07-25 15:00:00,,True
user_00000120,account_00000024,workspace_00000014,2025-08-04 00:00:00,field_worker,active,2025-08-04 00:00:00,2025-08-06 01:00:00,,True
user_00000121,account_00000024,workspace_00000014,2025-07-18 00:00:00,field_worker,active,2025-07-18 00:00:00,2025-07-18 20:00:00,,True
user_00000122,account_00000024,workspace_00000014,2025-08-07 00:00:00,field_worker,active,2025-08-07 00:00:00,2025-08-10 19:00:00,,True
user_00000123,account_00000024,workspace_00000013,2025-07-03 00:00:00,administrator,active,2025-07-03 00:00:00,2025-07-05 21:00:00,,False
user_00000124,account_00000024,workspace_00000014,2025-07-23 00:00:00,administrator,active,2025-07-23 00:00:00,2025-07-25 10:00:00,,True
user_00000125,account_00000024,workspace_00000013,2025-07-19 00:00:00,manager,active,2025-07-19 00:00:00,2025-07-22 04:00:00,,True
user_00000126,account_00000024,workspace_00000014,2025-08-10 00:00:00,field_worker,active,2025-08-10 00:00:00,2025-08-12 04:00:00,,True
user_00000127,account_00000024,workspace_00000014,2025-07-07 00:00:00,manager,active,2025-07-07 00:00:00,2025-07-09 20:00:00,,False
user_00000128,account_00000024,workspace_00000014,2025-08-10 00:00:00,administrator,active,2025-08-10 00:00:00,2025-08-11 04:00:00,,True
user_00000129,account_00000024,workspace_00000013,2025-08-06 00:00:00,administrator,active,2025-08-06 00:00:00,2025-08-06 15:00:00,,True
user_00000130,account_00000024,workspace_00000013,2025-07-04 00:00:00,field_worker,active,2025-07-04 00:00:00,2025-07-04 09:00:00,,False
user_00000131,account_00000024,workspace_00000014,2025-07-23 00:00:00,field_worker,active,2025-07-23 00:00:00,2025-07-26 17:00:00,,False
user_00000132,account_00000024,workspace_00000013,2025-08-06 00:00:00,external_contractor,active,2025-08-06 00:00:00,2025-08-09 16:00:00,,True
user_00000133,account_00000024,workspace_00000013,2025-08-05 00:00:00,manager,active,2025-08-05 00:00:00,2025-08-07 21:00:00,,False
user_00000134,account_00000024,workspace_00000014,2025-07-17 00:00:00,dispatcher,active,2025-07-17 00:00:00,,,True
user_00000135,account_00000024,workspace_00000014,2025-07-05 00:00:00,field_worker,active,2025-07-05 00:00:00,2025-07-08 09:00:00,,True
user_00000136,account_00000024,workspace_00000013,2025-07-13 00:00:00,field_worker,active,2025-07-13 00:00:00,2025-07-14 13:00:00,,True
user_00000137,account_00000024,workspace_00000013,2025-07-12 00:00:00,external_contractor,active,2025-07-12 00:00:00,2025-07-13 10:00:00,,True
user_00000138,account_00000024,workspace_00000014,2025-07-25 00:00:00,field_worker,active,2025-07-25 00:00:00,2025-07-28 03:00:00,,True
user_00000139,account_00000024,workspace_00000013,2025-08-08 00:00:00,administrator,active,2025-08-08 00:00:00,2025-08-09 20:00:00,,False
user_00000140,account_00000024,workspace_00000013,2025-07-15 00:00:00,field_worker,active,2025-07-15 00:00:00,2025-07-17 18:00:00,,True
user_00000141,account_00000024,workspace_00000013,2025-07-18 00:00:00,field_worker,active,2025-07-18 00:00:00,2025-07-21 00:00:00,,False
user_00000142,account_00000024,workspace_00000014,2025-07-03 00:00:00,dispatcher,active,2025-07-03 00:00:00,2025-07-03 03:00:00,,True
user_00000143,account_00000024,workspace_00000014,2025-07-21 00:00:00,manager,active,2025-07-21 00:00:00,2025-07-22 08:00:00,,True
user_00000144,account_00000024,workspace_00000013,2025-08-02 00:00:00,field_worker,active,2025-08-02 00:00:00,2025-08-02 18:00:00,,True
user_00000145,account_00000024,workspace_00000013,2025-07-10 00:00:00,field_worker,active,2025-07-10 00:00:00,2025-07-10 23:00:00,,True
user_00000146,account_00000024,workspace_00000013,2025-07-28 00:00:00,field_worker,active,2025-07-28 00:00:00,2025-07-31 22:00:00,,True
user_00000147,account_00000024,workspace_00000013,2025-07-20 00:00:00,administrator,active,2025-07-20 00:00:00,2025-07-20 20:00:00,,True
user_00000148,account_00000024,workspace_00000013,2025-08-03 00:00:00,field_worker,active,2025-08-03 00:00:00,,,True
user_00000149,account_00000024,workspace_00000014,2025-07-27 00:00:00,dispatcher,active,2025-07-27 00:00:00,2025-07-30 07:00:00,,True
user_00000150,account_00000024,workspace_00000013,2025-07-17 00:00:00,dispatcher,active,2025-07-17 00:00:00,2025-07-17 18:00:00,,True
user_00000151,account_00000024,workspace_00000013,2025-08-02 00:00:00,field_worker,active,2025-08-02 00:00:00,2025-08-02 23:00:00,,False
user_00000152,account_00000024,workspace_00000013,2025-07-30 00:00:00,field_worker,active,2025-07-30 00:00:00,2025-08-01 02:00:00,,True
user_00000153,account_00000024,workspace_00000014,2025-07-04 00:00:00,field_worker,active,2025-07-04 00:00:00,2025-07-06 09:00:00,,True
user_00000154,account_00000035,workspace_00000015,2025-01-30 00:00:00,field_worker,active,2025-01-30 00:00:00,2025-01-30 10:00:00,,False
user_00000155,account_00000035,workspace_00000015,2025-01-17 00:00:00,field_worker,active,2025-01-17 00:00:00,,,False
user_00000156,account_00000035,workspace_00000015,2025-01-13 00:00:00,administrator,active,2025-01-13 00:00:00,2025-01-13 09:00:00,,False
user_00000157,account_00000035,workspace_00000015,2024-12-30 00:00:00,finance,active,2024-12-30 00:00:00,2024-12-31 10:00:00,,True
user_00000158,account_00000035,workspace_00000015,2025-01-02 00:00:00,dispatcher,active,2025-01-02 00:00:00,2025-01-04 13:00:00,,False
user_00000159,account_00000035,workspace_00000015,2025-01-06 00:00:00,field_worker,active,2025-01-06 00:00:00,2025-01-07 18:00:00,,True
user_00000160,account_00000035,workspace_00000015,2025-01-18 00:00:00,field_worker,active,2025-01-18 00:00:00,2025-01-21 20:00:00,,True
user_00000161,account_00000035,workspace_00000015,2025-01-12 00:00:00,administrator,active,2025-01-12 00:00:00,2025-01-14 14:00:00,,True
user_00000162,account_00000035,workspace_00000015,2025-01-18 00:00:00,manager,active,2025-01-18 00:00:00,2025-01-20 09:00:00,,True
user_00000163,account_00000035,workspace_00000015,2024-12-29 00:00:00,dispatcher,active,2024-12-29 00:00:00,2024-12-30 23:00:00,,False
user_00000164,account_00000035,workspace_00000015,2024-12-30 00:00:00,dispatcher,active,2024-12-30 00:00:00,2024-12-30 12:00:00,,False
user_00000165,account_00000035,workspace_00000015,2024-12-30 00:00:00,field_worker,active,2024-12-30 00:00:00,2025-01-02 12:00:00,,True
user_00000166,account_00000039,workspace_00000017,2026-07-08 00:00:00,field_worker,active,2026-07-08 00:00:00,2026-07-11 13:00:00,,True
user_00000167,account_00000039,workspace_00000017,2026-08-01 00:00:00,field_worker,active,2026-08-01 00:00:00,2026-08-02 20:00:00,,True
user_00000168,account_00000039,workspace_00000017,2026-08-04 00:00:00,dispatcher,active,2026-08-04 00:00:00,2026-08-07 06:00:00,,True
user_00000169,account_00000039,workspace_00000017,2026-07-06 00:00:00,field_worker,active,2026-07-06 00:00:00,2026-07-09 19:00:00,,True
user_00000170,account_00000039,workspace_00000016,2026-07-02 00:00:00,field_worker,active,2026-07-02 00:00:00,2026-07-04 17:00:00,,True
user_00000171,account_00000039,workspace_00000016,2026-07-22 00:00:00,field_worker,active,2026-07-22 00:00:00,2026-07-22 09:00:00,,False
user_00000172,account_00000039,workspace_00000017,2026-07-28 00:00:00,field_worker,active,2026-07-28 00:00:00,2026-07-31 21:00:00,,False
user_00000173,account_00000039,workspace_00000017,2026-07-11 00:00:00,dispatcher,active,2026-07-11 00:00:00,2026-07-12 15:00:00,,True
user_00000174,account_00000039,workspace_00000017,2026-07-12 00:00:00,field_worker,active,2026-07-12 00:00:00,2026-07-13 08:00:00,,True
user_00000175,account_00000039,workspace_00000017,2026-07-18 00:00:00,field_worker,active,2026-07-18 00:00:00,2026-07-19 12:00:00,,True
user_00000176,account_00000039,workspace_00000017,2026-07-08 00:00:00,field_worker,active,2026-07-08 00:00:00,,,True
user_00000177,account_00000039,workspace_00000017,2026-07-10 00:00:00,field_worker,active,2026-07-10 00:00:00,2026-07-10 22:00:00,,False
user_00000178,account_00000039,workspace_00000016,2026-07-25 00:00:00,administrator,active,2026-07-25 00:00:00,2026-07-27 06:00:00,,False
user_00000179,account_00000039,workspace_00000016,2026-07-07 00:00:00,field_worker,active,2026-07-07 00:00:00,2026-07-07 20:00:00,,True
user_00000180,account_00000039,workspace_00000016,2026-07-04 00:00:00,field_worker,active,2026-07-04 00:00:00,,,False
user_00000181,account_00000039,workspace_00000017,2026-07-06 00:00:00,finance,active,2026-07-06 00:00:00,2026-07-09 08:00:00,,True
user_00000182,account_00000039,workspace_00000017,2026-06-26 00:00:00,field_worker,active,2026-06-26 00:00:00,2026-06-26 01:00:00,,True
user_00000183,account_00000039,workspace_00000017,2026-07-21 00:00:00,field_worker,active,2026-07-21 00:00:00,2026-07-21 13:00:00,,True
user_00000184,account_00000039,workspace_00000016,2026-07-19 00:00:00,finance,active,2026-07-19 00:00:00,2026-07-21 09:00:00,,True
user_00000185,account_00000039,workspace_00000017,2026-06-27 00:00:00,dispatcher,active,2026-06-27 00:00:00,2026-06-29 21:00:00,,True
user_00000186,account_00000039,workspace_00000016,2026-07-01 00:00:00,manager,active,2026-07-01 00:00:00,2026-07-04 11:00:00,,True
user_00000187,account_00000039,workspace_00000016,2026-07-13 00:00:00,field_worker,active,2026-07-13 00:00:00,2026-07-16 04:00:00,,True
user_00000188,account_00000039,workspace_00000017,2026-08-03 00:00:00,dispatcher,active,2026-08-03 00:00:00,2026-08-04 22:00:00,,True
user_00000189,account_00000039,workspace_00000016,2026-06-30 00:00:00,field_worker,active,2026-06-30 00:00:00,2026-07-02 08:00:00,,True
user_00000190,account_00000039,workspace_00000017,2026-07-23 00:00:00,administrator,active,2026-07-23 00:00:00,2026-07-26 07:00:00,,True
user_00000191,account_00000039,workspace_00000016,2026-06-30 00:00:00,manager,active,2026-06-30 00:00:00,2026-07-02 15:00:00,,False
user_00000192,account_00000039,workspace_00000016,2026-07-14 00:00:00,field_worker,active,2026-07-14 00:00:00,2026-07-16 06:00:00,,False
user_00000193,account_00000039,workspace_00000017,2026-07-19 00:00:00,field_worker,active,2026-07-19 00:00:00,,,True
user_00000194,account_00000039,workspace_00000017,2026-07-16 00:00:00,manager,active,2026-07-16 00:00:00,2026-07-17 04:00:00,,True
user_00000195,account_00000039,workspace_00000016,2026-07-04 00:00:00,field_worker,active,2026-07-04 00:00:00,2026-07-06 03:00:00,,True
user_00000196,account_00000039,workspace_00000016,2026-07-05 00:00:00,field_worker,active,2026-07-05 00:00:00,2026-07-05 06:00:00,,False
user_00000197,account_00000039,workspace_00000016,2026-07-04 00:00:00,field_worker,active,2026-07-04 00:00:00,2026-07-06 10:00:00,,True
user_00000198,account_00000039,workspace_00000016,2026-07-20 00:00:00,field_worker,active,2026-07-20 00:00:00,2026-07-21 23:00:00,,True
user_00000199,account_00000039,workspace_00000017,2026-07-13 00:00:00,dispatcher,active,2026-07-13 00:00:00,2026-07-16 08:00:00,,True
user_00000200,account_00000039,workspace_00000017,2026-07-28 00:00:00,dispatcher,active,2026-07-28 00:00:00,2026-07-31 11:00:00,,True
user_00000201,account_00000040,workspace_00000018,2025-11-30 00:00:00,finance,active,2025-11-30 00:00:00,,,False
user_00000202,account_00000040,workspace_00000018,2025-11-17 00:00:00,dispatcher,active,2025-11-17 00:00:00,,,True
user_00000203,account_00000040,workspace_00000018,2025-11-18 00:00:00,manager,active,2025-11-18 00:00:00,2025-11-18 14:00:00,,True
