product_event_id,account_id,user_id,event_at,event_name,feature_area,platform,session_id,workspace_id,numeric_value
event_00000042,account_00000001,user_00000001,2025-06-13 09:30:28,api_request,api,mobile,session_00000042,workspace_00000001,2.4886
event_00000043,account_00000001,user_00000004,2025-06-20 03:48:03,document_uploaded,documents,web,session_00000043,workspace_00000001,0.7133
event_00000044,account_00000001,user_00000002,2025-06-20 06:07:55,automation_run,automation,web,session_00000044,workspace_00000001,3.206
event_00000045,account_00000001,user_00000004,2025-06-23 11:03:45,dashboard_viewed,analytics,mobile,session_00000045,workspace_00000001,0.8542
event_00000046,account_00000001,user_00000003,2025-06-23 10:09:48,document_uploaded,documents,web,session_00000046,workspace_00000001,2.319
event_00000047,account_00000001,user_00000003,2025-06-30 15:54:31,work_order_completed,work_orders,mobile,session_00000047,workspace_00000001,6.844
event_00000048,account_00000001,user_00000003,2025-06-30 19:03:10,work_order_created,work_orders,web,session_00000048,workspace_00000001,0.9951
event_00000049,account_00000001,user_00000004,2025-07-01 18:10:30,customer_signature,customer_portal,web,session_00000049,workspace_00000001,2.4972
event_00000050,account_00000001,user_00000004,2025-07-01 06:33:02,api_request,api,mobile,session_00000050,workspace_00000001,1.3845
event_00000051,account_00000001,user_00000002,2025-07-07 12:19:01,dashboard_viewed,analytics,web,session_00000051,workspace_00000001,2.214
event_00000052,account_00000001,user_00000001,2025-07-07 09:51:40,document_uploaded,documents,mobile,session_00000052,workspace_00000001,5.3826
event_00000053,account_00000001,user_00000002,2025-07-10 18:08:25,api_request,api,web,session_00000053,workspace_00000001,11.3702
event_00000054,account_00000001,user_00000001,2025-07-10 06:33:49,work_order_created,work_orders,web,session_00000054,workspace_00000001,2.0778
event_00000055,account_00000001,user_00000002,2025-07-17 17:25:25,customer_signature,customer_portal,web,session_00000055,workspace_00000001,3.7904
event_00000056,account_00000001,user_00000003,2025-07-17 20:48:33,integration_sync,integrations,mobile,session_00000056,workspace_00000001,5.4753
event_00000057,account_00000001,user_00000001,2025-08-01 03:25:48,integration_sync,integrations,web,session_00000057,workspace_00000001,0.8704
event_00000058,account_00000001,user_00000001,2025-08-01 18:53:19,work_order_created,work_orders,mobile,session_00000058,workspace_00000001,1.2628
event_00000059,account_00000001,user_00000002,2025-08-16 03:08:35,schedule_viewed,scheduling,web,session_00000059,workspace_00000001,4.7199
event_00000060,account_00000001,user_00000003,2025-08-16 17:26:16,schedule_viewed,scheduling,mobile,session_00000060,workspace_00000001,2.2715
event_00000061,account_00000001,user_00000003,2025-08-21 12:57:21,mobile_check_in,mobile,web,session_00000061,workspace_00000001,1.2991
event_00000062,account_00000001,user_00000004,2025-08-21 20:31:08,document_uploaded,documents,mobile,session_00000062,workspace_00000001,4.6518
event_00000063,account_00000001,user_00000002,2025-08-27 03:20:11,integration_sync,integrations,web,session_00000063,workspace_00000001,5.3673
event_00000064,account_00000001,user_00000001,2025-08-27 04:21:58,work_order_completed,work_orders,web,session_00000064,workspace_00000001,0.5961
event_00000065,account_00000001,user_00000002,2025-09-06 14:42:49,automation_run,automation,web,session_00000065,workspace_00000001,1.147
event_00000066,account_00000001,user_00000002,2025-09-06 04:19:14,automation_run,automation,web,session_00000066,workspace_00000001,3.4021
event_00000067,account_00000001,user_00000002,2025-09-13 01:30:04,integration_sync,integrations,web,session_00000067,workspace_00000001,7.0767
event_00000068,account_00000001,user_00000001,2025-09-13 15:14:47,schedule_viewed,scheduling,mobile,session_00000068,workspace_00000001,1.997
event_00000069,account_00000001,user_00000001,2025-09-19 09:49:20,work_order_completed,work_orders,web,session_00000069,workspace_00000001,2.6858
event_00000070,account_00000001,user_00000003,2025-09-19 11:06:55,integration_sync,integrations,mobile,session_00000070,workspace_00000001,2.7414
event_00000071,account_00000001,user_00000003,2025-09-29 18:44:03,work_order_created,work_orders,web,session_00000071,workspace_00000001,1.7496
event_00000072,account_00000001,user_00000003,2025-09-29 05:55:31,customer_signature,customer_portal,mobile,session_00000072,workspace_00000001,0.529
event_00000073,account_00000001,user_00000001,2025-10-02 19:23:27,work_order_completed,work_orders,web,session_00000073,workspace_00000001,5.9236
event_00000074,account_00000001,user_00000001,2025-10-02 04:19:30,work_order_created,work_orders,mobile,session_00000074,workspace_00000001,7.8287
event_00000075,account_00000001,user_00000002,2025-10-14 02:02:35,integration_sync,integrations,web,session_00000075,workspace_00000001,3.707
event_00000076,account_00000001,user_00000002,2025-10-14 09:44:33,work_order_created,work_orders,web,session_00000076,workspace_00000001,2.2465
event_00000077,account_00000001,user_00000001,2025-10-17 02:28:35,work_order_created,work_orders,web,session_00000077,workspace_00000001,0.7273
event_00000078,account_00000001,user_00000004,2025-10-17 02:40:44,api_request,api,web,session_00000078,workspace_00000001,1.9574
event_00000079,account_00000001,user_00000002,2025-10-24 12:09:02,dashboard_viewed,analytics,web,session_00000079,workspace_00000001,1.4713
event_00000080,account_00000001,user_00000003,2025-10-24 01:40:56,schedule_viewed,scheduling,mobile,session_00000080,workspace_00000001,1.9383
event_00000081,account_00000001,user_00000001,2025-11-01 17:06:58,automation_run,automation,mobile,session_00000081,workspace_00000001,1.5825
event_00000082,account_00000001,user_00000001,2025-11-01 17:38:42,mobile_check_in,mobile,mobile,session_00000082,workspace_00000001,3.8296
event_00000083,account_00000001,user_00000004,2025-11-02 13:56:41,api_request,api,mobile,session_00000083,workspace_00000001,2.2263
event_00000084,account_00000001,user_00000002,2025-11-02 22:48:40,schedule_viewed,scheduling,web,session_00000084,workspace_00000001,7.1153
event_00000085,account_00000001,user_00000003,2025-11-14 20:31:12,automation_run,automation,web,session_00000085,workspace_00000001,3.0566
event_00000086,account_00000001,user_00000002,2025-11-14 16:45:12,customer_signature,customer_portal,web,session_00000086,workspace_00000001,1.65
event_00000087,account_00000001,user_00000002,2025-11-20 11:16:36,mobile_check_in,mobile,web,session_00000087,workspace_00000001,1.6332
event_00000088,account_00000001,user_00000001,2025-11-20 23:34:15,dashboard_viewed,analytics,web,session_00000088,workspace_00000001,3.6181
event_00000089,account_00000001,user_00000002,2025-12-05 17:16:57,work_order_completed,work_orders,web,session_00000089,workspace_00000001,0.9253
event_00000090,account_00000001,user_00000002,2025-12-05 21:25:14,work_order_created,work_orders,web,session_00000090,workspace_00000001,14.2368
event_00000091,account_00000001,user_00000004,2025-12-23 19:34:34,integration_sync,integrations,mobile,session_00000091,workspace_00000001,1.0783
event_00000092,account_00000001,user_00000004,2025-12-23 07:05:57,schedule_viewed,scheduling,mobile,session_00000092,workspace_00000001,4.5642
event_00000093,account_00000001,user_00000003,2025-12-27 22:58:21,work_order_completed,work_orders,mobile,session_00000093,workspace_00000001,2.026
event_00000094,account_00000001,user_00000001,2025-12-27 07:48:45,dashboard_viewed,analytics,mobile,session_00000094,workspace_00000001,4.8115
event_00000095,account_00000001,user_00000002,2025-12-31 08:28:13,customer_signature,customer_portal,web,session_00000095,workspace_00000001,8.6941
event_00000096,account_00000001,user_00000001,2025-12-31 00:41:04,integration_sync,integrations,mobile,session_00000096,workspace_00000001,4.5242
event_00000097,account_00000001,user_00000001,2026-01-18 23:51:39,automation_run,automation,mobile,session_00000097,workspace_00000001,10.8196
event_00000098,account_00000001,user_00000002,2026-01-18 20:13:27,work_order_completed,work_orders,web,session_00000098,workspace_00000001,5.9527
event_00000099,account_00000001,user_00000002,2026-01-21 08:02:50,customer_signature,customer_portal,web,session_00000099,workspace_00000001,5.8833
event_00000100,account_00000001,user_00000003,2026-01-21 10:50:06,document_uploaded,documents,mobile,session_00000100,workspace_00000001,4.5618
event_00000101,account_00000001,user_00000003,2026-01-28 01:51:34,work_order_created,work_orders,web,session_00000101,workspace_00000001,13.5409
event_00000102,account_00000001,user_00000003,2026-01-28 15:47:03,schedule_viewed,scheduling,web,session_00000102,workspace_00000001,0.5186
event_00000103,account_00000001,user_00000004,2026-01-31 15:40:04,api_request,api,web,session_00000103,workspace_00000001,2.2395
event_00000104,account_00000001,user_00000002,2026-01-31 07:54:42,work_order_created,work_orders,web,session_00000104,workspace_00000001,2.9406
event_00000105,account_00000001,user_00000002,2026-02-04 16:35:44,dashboard_viewed,analytics,web,session_00000105,workspace_00000001,2.946
event_00000106,account_00000001,user_00000001,2026-02-04 21:04:28,integration_sync,integrations,web,session_00000106,workspace_00000001,1.218
event_00000107,account_00000001,user_00000002,2026-02-11 23:58:45,schedule_viewed,scheduling,web,session_00000107,workspace_00000001,1.6611
event_00000108,account_00000001,user_00000003,2026-02-11 08:41:18,schedule_viewed,scheduling,web,session_00000108,workspace_00000001,3.2132
event_00000109,account_00000001,user_00000003,2026-02-18 14:39:31,automation_run,automation,mobile,session_00000109,workspace_00000001,3.0912
event_00000110,account_00000001,user_00000003,2026-02-18 17:55:20,integration_sync,integrations,mobile,session_00000110,workspace_00000001,1.1107
event_00000111,account_00000001,user_00000002,2026-02-22 11:58:04,customer_signature,customer_portal,web,session_00000111,workspace_00000001,0.8204
event_00000112,account_00000001,user_00000003,2026-02-22 16:37:51,api_request,api,web,session_00000112,workspace_00000001,0.7565
event_00000113,account_00000001,user_00000001,2026-03-02 21:09:39,mobile_check_in,mobile,mobile,session_00000113,workspace_00000001,6.253
event_00000114,account_00000001,user_00000004,2026-03-02 00:43:04,document_uploaded,documents,mobile,session_00000114,workspace_00000001,1.9767
event_00000115,account_00000001,user_00000002,2026-03-06 06:04:45,dashboard_viewed,analytics,web,session_00000115,workspace_00000001,4.9558
event_00000116,account_00000001,user_00000004,2026-03-06 00:49:23,work_order_created,work_orders,web,session_00000116,workspace_00000001,1.7377
event_00000117,account_00000001,user_00000003,2026-03-23 14:54:59,work_order_completed,work_orders,mobile,session_00000117,workspace_00000001,5.413
event_00000118,account_00000001,user_00000002,2026-03-23 12:01:26,api_request,api,web,session_00000118,workspace_00000001,2.1001
event_00000119,account_00000001,user_00000004,2026-03-30 00:51:35,customer_signature,customer_portal,mobile,session_00000119,workspace_00000001,3.4744
event_00000120,account_00000001,user_00000002,2026-03-30 20:59:56,mobile_check_in,mobile,web,session_00000120,workspace_00000001,2.6051
event_00000121,account_00000001,user_00000004,2026-04-13 07:14:59,work_order_completed,work_orders,mobile,session_00000121,workspace_00000001,2.1381
event_00000122,account_00000001,user_00000003,2026-04-13 11:17:22,customer_signature,customer_portal,mobile,session_00000122,workspace_00000001,1.3676
event_00000123,account_00000001,user_00000002,2026-04-16 20:50:23,customer_signature,customer_portal,web,session_00000123,workspace_00000001,2.1993
event_00000124,account_00000001,user_00000004,2026-04-16 16:31:05,dashboard_viewed,analytics,web,session_00000124,workspace_00000001,15.8817
event_00000125,account_00000001,user_00000001,2026-04-24 15:45:21,schedule_viewed,scheduling,mobile,session_00000125,workspace_00000001,4.3123
event_00000126,account_00000001,user_00000003,2026-04-24 11:26:05,integration_sync,integrations,mobile,session_00000126,workspace_00000001,1.7058
event_00000127,account_00000001,user_00000003,2026-04-27 22:11:49,automation_run,automation,web,session_00000127,workspace_00000001,3.1288
event_00000128,account_00000001,user_00000004,2026-04-27 13:47:19,dashboard_viewed,analytics,mobile,session_00000128,workspace_00000001,0.6579
event_00000129,account_00000001,user_00000001,2026-05-01 13:56:43,integration_sync,integrations,mobile,session_00000129,workspace_00000001,3.4129
event_00000130,account_00000001,user_00000004,2026-05-01 19:55:40,integration_sync,integrations,mobile,session_00000130,workspace_00000001,0.9668
event_00000131,account_00000001,user_00000001,2026-05-19 22:28:45,work_order_created,work_orders,mobile,session_00000131,workspace_00000001,5.3576
event_00000132,account_00000001,user_00000002,2026-05-19 15:39:33,customer_signature,customer_portal,web,session_00000132,workspace_00000001,9.012
event_00000133,account_00000001,user_00000001,2026-05-23 18:16:25,mobile_check_in,mobile,mobile,session_00000133,workspace_00000001,1.114
event_00000134,account_00000001,user_00000004,2026-05-23 06:52:17,mobile_check_in,mobile,mobile,session_00000134,workspace_00000001,3.3067
event_00000135,account_00000001,user_00000004,2026-05-25 23:05:24,automation_run,automation,mobile,session_00000135,workspace_00000001,0.6869
event_00000136,account_00000001,user_00000003,2026-05-25 09:11:47,api_request,api,mobile,session_00000136,workspace_00000001,1.7263
event_00000137,account_00000001,user_00000001,2026-06-01 03:59:20,work_order_completed,work_orders,mobile,session_00000137,workspace_00000001,6.6916
event_00000138,account_00000001,user_00000001,2026-06-01 02:23:17,work_order_completed,work_orders,web,session_00000138,workspace_00000001,2.2823
event_00000139,account_00000001,user_00000001,2026-06-16 14:09:55,mobile_check_in,mobile,mobile,session_00000139,workspace_00000001,0.8149
event_00000140,account_00000001,user_00000001,2026-06-16 16:27:17,automation_run,automation,mobile,session_00000140,workspace_00000001,3.1515
event_00000141,account_00000001,user_00000003,2026-06-21 02:38:47,automation_run,automation,web,session_00000141,workspace_00000001,1.7379
event_00000142,account_00000001,user_00000004,2026-06-21 21:08:19,customer_signature,customer_portal,web,session_00000142,workspace_00000001,2.8531
event_00000143,account_00000001,user_00000003,2026-06-24 10:26:38,dashboard_viewed,analytics,mobile,session_00000143,workspace_00000001,2.0977
event_00000144,account_00000001,user_00000003,2026-06-24 09:00:17,mobile_check_in,mobile,mobile,session_00000144,workspace_00000001,5.967
event_00000145,account_00000002,user_00000005,2026-03-05 04:27:24,integration_sync,integrations,web,session_00000145,workspace_00000002,2.7228
event_00000146,account_00000002,user_00000005,2026-03-05 18:55:46,api_request,api,web,session_00000146,workspace_00000002,1.1849
event_00000147,account_00000002,user_00000005,2026-03-19 09:30:16,work_order_completed,work_orders,web,session_00000147,workspace_00000002,1.1311
event_00000148,account_00000002,user_00000005,2026-03-19 22:59:33,document_uploaded,documents,web,session_00000148,workspace_00000002,1.1272
event_00000149,account_00000002,user_00000005,2026-03-22 20:03:29,customer_signature,customer_portal,web,session_00000149,workspace_00000002,5.2962
event_00000150,account_00000002,user_00000005,2026-03-22 19:04:25,integration_sync,integrations,web,session_00000150,workspace_00000002,1.9952
event_00000151,account_00000002,user_00000005,2026-03-25 12:32:59,document_uploaded,documents,web,session_00000151,workspace_00000002,3.0081
event_00000152,account_00000002,user_00000005,2026-03-25 07:47:16,customer_signature,customer_portal,web,session_00000152,workspace_00000002,1.6526
event_00000153,account_00000002,user_00000005,2026-04-02 08:25:28,api_request,api,web,session_00000153,workspace_00000002,8.3059
event_00000154,account_00000002,user_00000005,2026-04-02 16:21:57,customer_signature,customer_portal,web,session_00000154,workspace_00000002,1.3091
event_00000155,account_00000002,user_00000005,2026-04-12 22:08:11,mobile_check_in,mobile,web,session_00000155,workspace_00000002,7.5494
event_00000156,account_00000002,user_00000005,2026-04-12 19:37:43,document_uploaded,documents,web,session_00000156,workspace_00000002,1.4674
event_00000157,account_00000002,user_00000005,2026-04-18 18:49:32,integration_sync,integrations,web,session_00000157,workspace_00000002,2.7099
event_00000158,account_00000002,user_00000005,2026-04-18 07:28:54,integration_sync,integrations,web,session_00000158,workspace_00000002,4.152
event_00000159,account_00000002,user_00000005,2026-04-25 22:46:19,schedule_viewed,scheduling,web,session_00000159,workspace_00000002,2.0666
event_00000160,account_00000002,user_00000005,2026-04-25 06:48:30,automation_run,automation,web,session_00000160,workspace_00000002,0.7291
event_00000161,account_00000002,user_00000005,2026-05-02 02:11:47,customer_signature,customer_portal,web,session_00000161,workspace_00000002,1.9411
event_00000162,account_00000002,user_00000005,2026-05-02 23:34:39,work_order_created,work_orders,web,session_00000162,workspace_00000002,2.7043
event_00000163,account_00000002,user_00000005,2026-05-14 14:05:23,document_uploaded,documents,web,session_00000163,workspace_00000002,5.0329
event_00000164,account_00000002,user_00000005,2026-05-14 12:05:45,work_order_completed,work_orders,web,session_00000164,workspace_00000002,10.5675
event_00000165,account_00000002,user_00000005,2026-05-28 04:50:29,api_request,api,web,session_00000165,workspace_00000002,4.4081
event_00000166,account_00000002,user_00000005,2026-05-28 16:32:47,work_order_completed,work_orders,web,session_00000166,workspace_00000002,2.2201
event_00000167,account_00000002,user_00000005,2026-05-30 08:01:04,integration_sync,integrations,web,session_00000167,workspace_00000002,1.0721
event_00000168,account_00000002,user_00000005,2026-05-30 04:06:51,dashboard_viewed,analytics,web,session_00000168,workspace_00000002,6.2945
event_00000169,account_00000002,user_00000005,2026-06-14 02:45:45,work_order_created,work_orders,web,session_00000169,workspace_00000002,6.0866
event_00000170,account_00000002,user_00000005,2026-06-14 17:10:50,schedule_viewed,scheduling,web,session_00000170,workspace_00000002,3.3053
event_00000171,account_00000002,user_00000005,2026-06-15 15:17:19,automation_run,automation,web,session_00000171,workspace_00000002,3.873
event_00000172,account_00000002,user_00000005,2026-06-15 02:03:01,customer_signature,customer_portal,web,session_00000172,workspace_00000002,14.0304
event_00000173,account_00000002,user_00000005,2026-06-26 13:51:39,api_request,api,web,session_00000173,workspace_00000002,1.829
event_00000174,account_00000002,user_00000005,2026-06-26 06:03:29,mobile_check_in,mobile,web,session_00000174,workspace_00000002,2.7653
event_00000175,account_00000002,user_00000005,2026-06-28 23:07:27,api_request,api,web,session_00000175,workspace_00000002,3.4973
event_00000176,account_00000002,user_00000005,2026-06-28 03:21:52,integration_sync,integrations,web,session_00000176,workspace_00000002,6.1707
event_00000177,account_00000004,user_00000011,2024-05-11 20:09:38,mobile_check_in,mobile,web,session_00000177,workspace_00000003,1.0252
event_00000178,account_00000004,user_00000007,2024-05-11 23:48:17,mobile_check_in,mobile,mobile,session_00000178,workspace_00000003,2.2149
event_00000179,account_00000004,user_00000012,2024-05-14 20:04:11,api_request,api,web,session_00000179,workspace_00000003,2.8859
event_00000180,account_00000004,user_00000009,2024-05-14 17:03:06,api_request,api,mobile,session_00000180,workspace_00000003,1.8717
event_00000181,account_00000004,user_00000013,2024-05-19 17:16:12,schedule_viewed,scheduling,web,session_00000181,workspace_00000003,0.6461
event_00000182,account_00000004,user_00000009,2024-05-19 22:17:50,work_order_completed,work_orders,mobile,session_00000182,workspace_00000003,2.438
event_00000183,account_00000004,user_00000007,2024-05-23 23:17:40,customer_signature,customer_portal,mobile,session_00000183,workspace_00000003,2.9871
event_00000184,account_00000004,user_00000006,2024-05-23 05:27:27,integration_sync,integrations,web,session_00000184,workspace_00000003,2.4748
event_00000185,account_00000004,user_00000010,2024-06-11 01:07:33,work_order_completed,work_orders,web,session_00000185,workspace_00000003,1.5532
event_00000186,account_00000004,user_00000009,2024-06-11 14:22:21,automation_run,automation,web,session_00000186,workspace_00000003,4.4882
event_00000187,account_00000004,user_00000011,2024-06-12 19:01:32,mobile_check_in,mobile,web,session_00000187,workspace_00000003,6.1764
event_00000188,account_00000004,user_00000013,2024-06-12 15:47:17,integration_sync,integrations,mobile,session_00000188,workspace_00000003,5.4653
event_00000189,account_00000004,user_00000011,2024-06-16 05:26:56,integration_sync,integrations,web,session_00000189,workspace_00000003,1.4801
event_00000190,account_00000004,user_00000013,2024-06-16 10:41:17,work_order_completed,work_orders,mobile,session_00000190,workspace_00000003,7.6091
event_00000191,account_00000004,user_00000008,2024-06-21 23:00:24,automation_run,automation,web,session_00000191,workspace_00000003,2.9645
event_00000192,account_00000004,user_00000006,2024-06-21 00:05:31,mobile_check_in,mobile,web,session_00000192,workspace_00000003,2.0226
event_00000193,account_00000004,user_00000008,2024-07-12 08:03:47,integration_sync,integrations,web,session_00000193,workspace_00000003,1.6842
event_00000194,account_00000004,user_00000009,2024-07-12 12:25:57,customer_signature,customer_portal,web,session_00000194,workspace_00000003,2.0179
event_00000195,account_00000004,user_00000012,2024-07-20 20:39:09,api_request,api,web,session_00000195,workspace_00000003,4.6015
event_00000196,account_00000004,user_00000010,2024-07-20 04:08:45,automation_run,automation,mobile,session_00000196,workspace_00000003,7.3283
event_00000197,account_00000004,user_00000011,2024-07-25 00:20:07,document_uploaded,documents,mobile,session_00000197,workspace_00000003,1.9624
event_00000198,account_00000004,user_00000007,2024-07-25 08:32:54,work_order_completed,work_orders,mobile,session_00000198,workspace_00000003,2.9005
event_00000199,account_00000004,user_00000011,2024-07-27 20:00:03,dashboard_viewed,analytics,mobile,session_00000199,workspace_00000003,4.4831
event_00000200,account_00000004,user_00000010,2024-07-27 03:07:24,mobile_check_in,mobile,web,session_00000200,workspace_00000003,7.5318
event_00000201,account_00000004,user_00000008,2024-08-03 20:01:43,api_request,api,web,session_00000201,workspace_00000003,2.8277
event_00000202,account_00000004,user_00000009,2024-08-03 00:26:46,schedule_viewed,scheduling,web,session_00000202,workspace_00000003,1.3955
event_00000203,account_00000004,user_00000010,2024-08-13 11:03:44,api_request,api,mobile,session_00000203,workspace_00000003,2.8199
event_00000204,account_00000004,user_00000012,2024-08-13 17:51:18,mobile_check_in,mobile,web,session_00000204,workspace_00000003,1.132
event_00000205,account_00000004,user_00000012,2024-08-20 04:01:51,document_uploaded,documents,web,session_00000205,workspace_00000003,1.7267
event_00000206,account_00000004,user_00000011,2024-08-20 17:44:54,customer_signature,customer_portal,mobile,session_00000206,workspace_00000003,9.4044
event_00000207,account_00000004,user_00000010,2024-08-26 09:51:59,document_uploaded,documents,web,session_00000207,workspace_00000003,2.9356
event_00000208,account_00000004,user_00000011,2024-08-26 15:38:21,document_uploaded,documents,mobile,session_00000208,workspace_00000003,1.9134
event_00000209,account_00000004,user_00000008,2024-09-14 22:53:22,schedule_viewed,scheduling,web,session_00000209,workspace_00000003,6.5463
event_00000210,account_00000004,user_00000007,2024-09-14 07:37:22,customer_signature,customer_portal,mobile,session_00000210,workspace_00000003,0.6372
event_00000211,account_00000004,user_00000011,2024-09-21 08:51:33,api_request,api,mobile,session_00000211,workspace_00000003,19.5976
event_00000212,account_00000004,user_00000013,2024-09-21 00:44:19,api_request,api,web,session_00000212,workspace_00000003,2.412
event_00000213,account_00000004,user_00000009,2024-09-25 17:08:47,document_uploaded,documents,mobile,session_00000213,workspace_00000003,4.4219
event_00000214,account_00000004,user_00000008,2024-09-25 23:11:49,integration_sync,integrations,web,session_00000214,workspace_00000003,1.2844
event_00000215,account_00000004,user_00000007,2024-09-29 01:37:04,mobile_check_in,mobile,mobile,session_00000215,workspace_00000003,2.8928
event_00000216,account_00000004,user_00000006,2024-09-29 20:32:41,work_order_created,work_orders,web,session_00000216,workspace_00000003,6.1045
event_00000217,account_00000004,user_00000010,2024-10-16 06:40:25,integration_sync,integrations,web,session_00000217,workspace_00000003,1.6458
event_00000218,account_00000004,user_00000010,2024-10-16 01:49:07,automation_run,automation,mobile,session_00000218,workspace_00000003,1.5741
event_00000219,account_00000004,user_00000011,2024-10-17 07:00:21,dashboard_viewed,analytics,web,session_00000219,workspace_00000003,0.5029
event_00000220,account_00000004,user_00000009,2024-10-17 07:14:53,customer_signature,customer_portal,web,session_00000220,workspace_00000003,6.5428
