month,country_code,channel,spend_eur,new_customers,cac_eur
2024-10-01,IE,paid_search,2616.46,0.0,
2024-10-01,NL,events,1409.79,0.0,
2024-10-01,NO,paid_social,7500.55,0.0,
2024-10-01,PL,paid_search,6328.09,0.0,
2024-10-01,PL,paid_social,2425.84,0.0,
2024-10-01,SE,events,3080.14,0.0,
2024-10-01,SE,partner,2781.86,0.0,
2024-11-01,AT,partner,3021.65,0.0,
2024-11-01,BE,events,5851.27,0.0,
2024-11-01,CH,paid_search,2865.98,0.0,
2024-11-01,DE,events,4532.47,0.0,
2024-11-01,DK,events,2113.7,0.0,
2024-11-01,DK,paid_social,947.75,0.0,
2024-11-01,ES,paid_search,2410.43,0.0,
2024-11-01,ES,partner,1482.77,0.0,
2024-11-01,GB,paid_search,5833.28,0.0,
2024-11-01,GB,partner,7786.22,0.0,
2024-11-01,IE,paid_search,3897.06,0.0,
2024-11-01,NO,paid_search,2365.51,0.0,
2024-11-01,NO,partner,4154.06,0.0,
2024-11-01,PL,paid_search,4170.72,0.0,
2024-11-01,PL,paid_social,7726.5,0.0,
2024-12-01,AT,paid_social,4788.27,0.0,
2024-12-01,AT,partner,1968.32,0.0,
2024-12-01,CH,paid_search,8583.85,0.0,
2024-12-01,CZ,paid_social,9824.97,0.0,
2024-12-01,DE,events,1342.98,0.0,
2024-12-01,DE,partner,3159.09,0.0,
2024-12-01,DK,paid_social,3315.75,0.0,
2024-12-01,ES,paid_search,6233.59,0.0,
2024-12-01,ES,paid_social,1906.32,0.0,
2024-12-01,FR,partner,1966.11,0.0,
2024-12-01,PL,events,2417.67,0.0,
2025-01-01,AT,paid_search,3833.05,0.0,
2025-01-01,AT,paid_social,6020.92,0.0,
2025-01-01,CZ,paid_search,7260.16,0.0,
2025-01-01,CZ,partner,7386.08,0.0,
2025-01-01,DE,paid_social,6728.53,0.0,
2025-01-01,DE,partner,2903.82,0.0,
2025-01-01,ES,events,6857.84,0.0,
2025-01-01,ES,paid_search,3333.22,0.0,
2025-01-01,FR,paid_search,4578.79,0.0,
2025-01-01,FR,paid_social,3988.55,0.0,
2025-01-01,NO,paid_social,1544.51,0.0,
2025-01-01,PL,paid_search,4216.34,0.0,
2025-01-01,PL,paid_social,5020.11,0.0,
2025-01-01,SE,events,1615.97,0.0,
2025-02-01,AT,paid_search,4304.87,0.0,
2025-02-01,BE,paid_social,2133.33,0.0,
2025-02-01,BE,partner,3087.25,0.0,
2025-02-01,CH,events,2313.27,0.0,
2025-02-01,CH,paid_search,1690.7,0.0,
2025-02-01,DK,events,5065.69,0.0,
2025-02-01,DK,paid_social,4689.4,0.0,
2025-02-01,IE,paid_social,13702.73,0.0,
2025-02-01,IE,partner,5314.31,0.0,
2025-02-01,IT,events,4886.94,0.0,
2025-02-01,IT,paid_search,5751.58,0.0,
2025-02-01,NL,paid_search,3805.68,0.0,
2025-03-01,BE,events,2455.17,0.0,
2025-03-01,BE,partner,2477.46,1.0,2477.46
2025-03-01,CH,events,2109.26,0.0,
2025-03-01,CH,paid_social,2343.28,0.0,
2025-03-01,CZ,partner,2219.24,0.0,
2025-03-01,DE,events,8145.71,0.0,
2025-03-01,DK,paid_social,1724.54,0.0,
2025-03-01,ES,paid_social,9519.34,0.0,
2025-03-01,GB,paid_social,4343.37,0.0,
2025-03-01,GB,partner,4946.38,0.0,
2025-03-01,IT,partner,3567.71,0.0,
2025-03-01,NL,paid_search,871.2,0.0,
2025-03-01,NO,events,1906.1,0.0,
2025-04-01,AT,paid_social,3409.38,0.0,
2025-04-01,AT,partner,1515.26,0.0,
2025-04-01,CH,paid_search,3613.27,1.0,3613.27
2025-04-01,CH,partner,2630.31,0.0,
2025-04-01,CZ,events,3043.24,0.0,
2025-04-01,DE,events,3358.2,0.0,
2025-04-01,DE,paid_search,4610.84,0.0,
2025-04-01,DK,paid_social,1398.02,0.0,
2025-04-01,DK,partner,2709.49,0.0,
2025-04-01,ES,partner,5175.9,0.0,
2025-04-01,GB,events,4963.09,0.0,
2025-04-01,IE,partner,2095.52,0.0,
2025-04-01,NL,events,8665.01,0.0,
2025-04-01,NL,partner,6149.52,0.0,
2025-04-01,PL,paid_social,3198.49,0.0,
2025-04-01,SE,paid_search,4241.24,0.0,
2025-04-01,SE,partner,5927.86,0.0,
2025-05-01,BE,paid_social,3041.07,0.0,
2025-05-01,BE,partner,5387.06,0.0,
2025-05-01,CH,partner,11158.38,0.0,
2025-05-01,CZ,events,4988.62,0.0,
2025-05-01,CZ,partner,8692.74,0.0,
2025-05-01,DK,events,1746.76,0.0,
2025-05-01,ES,paid_search,2596.48,0.0,
2025-05-01,ES,partner,5336.1,0.0,
2025-05-01,FR,paid_search,4641.7,0.0,
2025-05-01,FR,partner,2984.91,0.0,
2025-05-01,GB,events,4284.31,0.0,
2025-05-01,IE,partner,3948.64,0.0,
2025-05-01,IT,events,6565.51,0.0,
2025-05-01,IT,paid_search,4531.66,0.0,
2025-05-01,NL,paid_search,1324.48,0.0,
2025-05-01,NL,paid_social,1750.44,0.0,
2025-05-01,SE,events,1495.13,0.0,
2025-05-01,SE,paid_social,4966.5,0.0,
2025-06-01,BE,events,4004.76,0.0,
2025-06-01,BE,paid_social,5424.83,0.0,
2025-06-01,CH,paid_search,4548.86,0.0,
2025-06-01,CH,partner,1791.38,0.0,
2025-06-01,CZ,paid_search,4537.18,0.0,
2025-06-01,CZ,paid_social,4682.49,0.0,
2025-06-01,ES,events,4830.53,0.0,
2025-06-01,ES,partner,3238.21,0.0,
2025-06-01,FR,paid_search,3611.77,0.0,
2025-06-01,GB,partner,4884.31,0.0,
2025-06-01,NL,events,1391.54,0.0,
2025-06-01,NL,paid_social,1827.55,0.0,
2025-06-01,PL,events,2972.91,0.0,
2025-06-01,PL,partner,1734.31,0.0,
2025-07-01,CH,paid_social,2180.3,0.0,
2025-07-01,CZ,paid_search,4439.67,0.0,
2025-07-01,CZ,paid_social,2678.76,0.0,
2025-07-01,DK,paid_social,2922.23,0.0,
2025-07-01,ES,paid_social,2971.94,0.0,
2025-07-01,FR,paid_social,10132.08,0.0,
2025-07-01,FR,partner,3430.92,0.0,
2025-07-01,IE,events,3454.07,0.0,
2025-07-01,NL,partner,2676.59,0.0,
2025-07-01,NO,paid_search,2374.24,0.0,
2025-07-01,PL,paid_social,2862.15,0.0,
2025-08-01,BE,paid_search,8591.72,0.0,
2025-08-01,BE,paid_social,6734.58,0.0,
2025-08-01,DE,paid_search,2644.48,0.0,
2025-08-01,DE,paid_social,9282.2,0.0,
2025-08-01,DK,paid_social,8977.91,0.0,
2025-08-01,DK,partner,1370.03,0.0,
2025-08-01,FR,paid_social,3920.7,0.0,
2025-08-01,GB,paid_search,7640.14,0.0,
2025-08-01,IE,paid_search,1359.57,0.0,
2025-08-01,IT,paid_search,2976.53,0.0,
2025-08-01,IT,paid_social,5097.96,0.0,
2025-08-01,NO,events,11762.79,0.0,
2025-08-01,NO,partner,4746.35,0.0,
2025-08-01,PL,events,2390.33,0.0,
2025-08-01,PL,partner,2723.12,0.0,
2025-09-01,AT,paid_search,5071.11,0.0,
2025-09-01,AT,paid_social,2061.06,0.0,
2025-09-01,CH,events,3954.36,0.0,
2025-09-01,CH,paid_social,5582.63,0.0,
2025-09-01,FR,paid_search,3395.04,0.0,
2025-09-01,GB,paid_search,2287.99,0.0,
2025-09-01,GB,paid_social,1426.76,0.0,
2025-09-01,NL,events,3452.6,0.0,
2025-09-01,NL,paid_social,1602.72,0.0,
2025-09-01,PL,events,1203.92,0.0,
2025-09-01,PL,paid_search,2993.98,0.0,
2025-09-01,SE,paid_search,1813.55,0.0,
2025-09-01,SE,paid_social,3859.88,0.0,
2025-10-01,AT,paid_search,2857.95,0.0,
2025-10-01,BE,paid_social,1446.24,0.0,
2025-10-01,DK,partner,3674.2,0.0,
2025-10-01,ES,partner,9473.92,0.0,
2025-10-01,IT,partner,4027.93,0.0,
2025-10-01,NO,events,8251.25,0.0,
2025-10-01,NO,paid_search,4741.52,0.0,
2025-10-01,PL,events,3287.59,0.0,
2025-10-01,PL,partner,4213.27,0.0,
2025-10-01,SE,paid_search,2800.38,0.0,
2025-11-01,AT,paid_social,12599.41,0.0,
2025-11-01,AT,partner,2407.51,0.0,
2025-11-01,BE,paid_search,2115.23,0.0,
2025-11-01,CH,events,8195.72,0.0,
2025-11-01,CH,paid_search,2351.88,0.0,
2025-11-01,DE,paid_social,6670.36,0.0,
2025-11-01,DK,events,1934.98,0.0,
2025-11-01,DK,partner,2963.84,0.0,
2025-11-01,ES,partner,4620.77,0.0,
2025-11-01,IT,paid_search,2112.14,0.0,
2025-11-01,IT,partner,3149.38,0.0,
2025-11-01,PL,events,8097.54,0.0,
2025-12-01,AT,partner,3230.96,0.0,
2025-12-01,BE,events,4554.1,0.0,
2025-12-01,CZ,paid_search,2372.96,0.0,
2025-12-01,CZ,partner,3848.44,0.0,
2025-12-01,DE,paid_search,2589.5,0.0,
2025-12-01,DK,paid_search,3211.73,0.0,
2025-12-01,DK,paid_social,3057.7,0.0,
2025-12-01,ES,paid_search,1641.1,0.0,
2025-12-01,ES,partner,4205.58,0.0,
2025-12-01,NL,paid_search,1490.88,0.0,
2025-12-01,NL,paid_social,2870.71,0.0,
2025-12-01,PL,events,5981.95,0.0,
2025-12-01,PL,partner,4410.83,0.0,
2026-01-01,BE,events,2640.95,0.0,
2026-01-01,BE,partner,1888.69,0.0,
2026-01-01,CZ,paid_social,4235.63,0.0,
2026-01-01,DE,events,1698.97,0.0,
2026-01-01,DK,paid_social,6402.47,0.0,
2026-01-01,ES,events,3687.59,0.0,
2026-01-01,FR,paid_search,2262.73,0.0,
2026-01-01,GB,paid_social,4688.63,0.0,
2026-01-01,IE,events,1455.59,0.0,
2026-01-01,NL,paid_search,2424.9,0.0,
2026-01-01,NO,paid_search,2381.89,0.0,
2026-01-01,NO,partner,2709.63,0.0,
2026-01-01,SE,paid_search,5330.12,0.0,
2026-01-01,SE,partner,3593.23,0.0,
2026-02-01,AT,events,2433.59,0.0,
2026-02-01,CZ,paid_social,1686.3,0.0,
2026-02-01,CZ,partner,4935.54,0.0,
2026-02-01,FR,paid_search,9530.97,0.0,
2026-02-01,FR,partner,9640.08,0.0,
2026-02-01,GB,paid_search,1199.18,0.0,
2026-02-01,IT,partner,2822.92,0.0,
2026-02-01,NL,events,7329.51,0.0,
2026-02-01,NL,paid_search,8420.16,0.0,
2026-02-01,NO,partner,2465.36,0.0,
2026-03-01,AT,paid_social,2063.7,0.0,
2026-03-01,CH,paid_search,6703.75,0.0,
2026-03-01,CZ,events,3329.2,0.0,
2026-03-01,CZ,paid_search,2677.39,0.0,
2026-03-01,DE,events,3063.91,0.0,
2026-03-01,DE,paid_social,5361.08,0.0,
2026-03-01,DK,partner,5771.96,0.0,
2026-03-01,ES,paid_search,5154.54,0.0,
2026-03-01,FR,events,7418.03,0.0,
2026-03-01,FR,paid_search,5251.36,0.0,
2026-03-01,GB,paid_search,1317.99,0.0,
2026-03-01,IE,partner,4387.48,0.0,
2026-03-01,IT,paid_search,5367.02,0.0,
2026-03-01,IT,partner,5103.38,0.0,
2026-03-01,NL,paid_social,2067.29,0.0,
2026-03-01,NL,partner,3437.04,0.0,
2026-03-01,NO,paid_search,1828.39,0.0,
2026-03-01,NO,paid_social,3413.56,0.0,
2026-03-01,SE,events,3296.31,0.0,
2026-04-01,AT,paid_search,4157.55,0.0,
2026-04-01,BE,paid_search,1929.59,0.0,
2026-04-01,BE,paid_social,7686.59,0.0,
2026-04-01,CH,events,5542.53,0.0,
2026-04-01,CZ,partner,6344.44,0.0,
2026-04-01,DK,paid_search,9969.85,0.0,
2026-04-01,FR,events,5062.26,0.0,
2026-04-01,FR,paid_social,2349.48,0.0,
2026-04-01,GB,partner,2630.15,0.0,
2026-04-01,IE,events,4727.13,0.0,
2026-04-01,IT,events,5577.33,0.0,
2026-04-01,IT,paid_social,4722.91,0.0,
2026-04-01,NL,paid_search,2331.75,0.0,
2026-04-01,PL,events,4453.84,0.0,
2026-04-01,PL,partner,3882.38,0.0,
2026-04-01,SE,paid_social,2505.53,0.0,
2026-05-01,CZ,paid_social,3247.96,0.0,
2026-05-01,DK,paid_search,3716.51,0.0,
2026-05-01,ES,events,1597.66,0.0,
2026-05-01,ES,paid_search,5074.84,0.0,
2026-05-01,IE,events,1435.9,0.0,
2026-05-01,IE,paid_search,3362.94,0.0,
2026-05-01,IT,events,1577.22,0.0,
2026-05-01,IT,partner,4007.69,0.0,
2026-05-01,NL,partner,1164.83,0.0,
2026-05-01,SE,events,5632.99,0.0,
2026-06-01,AT,events,4918.4,0.0,
2026-06-01,BE,paid_search,3341.45,0.0,
2026-06-01,BE,paid_social,3659.0,0.0,
2026-06-01,DK,paid_search,3596.2,0.0,
2026-06-01,IE,events,4178.84,0.0,
2026-06-01,IE,partner,3157.4,0.0,
2026-06-01,NO,paid_search,4043.72,0.0,
2026-06-01,NO,partner,1676.25,0.0,
