month,subscription_id,mrr_eur,recurring_items,account_id,country_code,region_id,segment,sales_motion,acquisition_channel
2024-08-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2024-09-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2024-09-01,subscription_00000006,898.0500000000001,2,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2024-09-01,subscription_00000008,171.0,1,account_00000022,SE,nordics,small,self_service,referral
2024-09-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2024-09-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2024-09-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2024-09-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2024-09-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2024-09-01,subscription_00000033,43.35,1,account_00000104,NO,nordics,micro,sales_assisted,direct
2024-09-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2024-09-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2024-09-01,subscription_00000039,1213.0,1,account_00000113,BE,benelux,medium,self_service,organic_search
2024-09-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2024-09-01,subscription_00000046,1334.0,1,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2024-09-01,subscription_00000050,3412.87,2,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2024-09-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2024-09-01,subscription_00000056,7397.42,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2024-09-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2024-09-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2024-09-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2024-09-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2024-09-01,subscription_00000080,1003.96,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2024-09-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2024-10-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2024-10-01,subscription_00000006,898.0500000000001,2,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2024-10-01,subscription_00000008,171.0,1,account_00000022,SE,nordics,small,self_service,referral
2024-10-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2024-10-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2024-10-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2024-10-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2024-10-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2024-10-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2024-10-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2024-10-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2024-10-01,subscription_00000039,1213.0,1,account_00000113,BE,benelux,medium,self_service,organic_search
2024-10-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2024-10-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2024-10-01,subscription_00000046,1334.0,1,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2024-10-01,subscription_00000050,3412.87,2,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2024-10-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2024-10-01,subscription_00000056,7397.42,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2024-10-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2024-10-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2024-10-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2024-10-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2024-10-01,subscription_00000080,1003.96,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2024-10-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2024-11-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2024-11-01,subscription_00000006,898.0500000000001,2,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2024-11-01,subscription_00000008,171.0,1,account_00000022,SE,nordics,small,self_service,referral
2024-11-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2024-11-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2024-11-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2024-11-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2024-11-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2024-11-01,subscription_00000028,50.87,1,account_00000093,ES,southern_europe,micro,sales_assisted,outbound_sales
2024-11-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2024-11-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2024-11-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2024-11-01,subscription_00000039,1537.0,1,account_00000113,BE,benelux,medium,self_service,organic_search
2024-11-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2024-11-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2024-11-01,subscription_00000046,1334.0,1,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2024-11-01,subscription_00000050,3412.87,2,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2024-11-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2024-11-01,subscription_00000054,183.0,1,account_00000138,DE,dach,small,self_service,referral
2024-11-01,subscription_00000056,7397.42,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2024-11-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2024-11-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2024-11-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2024-11-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2024-11-01,subscription_00000080,1003.96,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2024-11-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2024-12-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2024-12-01,subscription_00000006,898.0500000000001,2,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2024-12-01,subscription_00000008,270.0,1,account_00000022,SE,nordics,small,self_service,referral
2024-12-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2024-12-01,subscription_00000011,251.0,1,account_00000035,CH,dach,small,self_service,organic_search
2024-12-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2024-12-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2024-12-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2024-12-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2024-12-01,subscription_00000026,112.34,1,account_00000089,SE,nordics,small,self_service,organic_search
2024-12-01,subscription_00000028,50.87,1,account_00000093,ES,southern_europe,micro,sales_assisted,outbound_sales
2024-12-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2024-12-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2024-12-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2024-12-01,subscription_00000039,1537.0,1,account_00000113,BE,benelux,medium,self_service,organic_search
2024-12-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2024-12-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2024-12-01,subscription_00000046,1883.0,2,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2024-12-01,subscription_00000050,3412.87,2,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2024-12-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2024-12-01,subscription_00000054,183.0,1,account_00000138,DE,dach,small,self_service,referral
2024-12-01,subscription_00000056,8941.02,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2024-12-01,subscription_00000057,43.35,1,account_00000155,DE,dach,micro,self_service,paid_search
2024-12-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2024-12-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2024-12-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2024-12-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2024-12-01,subscription_00000080,1003.96,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2024-12-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2025-01-01,subscription_00000001,51.0,1,account_00000001,BE,benelux,micro,self_service,referral
2025-01-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2025-01-01,subscription_00000006,898.0500000000001,2,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2025-01-01,subscription_00000008,270.0,1,account_00000022,SE,nordics,small,self_service,referral
2025-01-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2025-01-01,subscription_00000011,251.0,1,account_00000035,CH,dach,small,self_service,organic_search
2025-01-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2025-01-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2025-01-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2025-01-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2025-01-01,subscription_00000026,112.34,1,account_00000089,SE,nordics,small,self_service,organic_search
2025-01-01,subscription_00000028,50.87,1,account_00000093,ES,southern_europe,micro,sales_assisted,outbound_sales
2025-01-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2025-01-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2025-01-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2025-01-01,subscription_00000038,156.0,1,account_00000111,DE,dach,small,sales_assisted,outbound_sales
2025-01-01,subscription_00000039,1537.0,1,account_00000113,BE,benelux,medium,self_service,organic_search
2025-01-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2025-01-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2025-01-01,subscription_00000046,1883.0,2,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2025-01-01,subscription_00000050,3528.97,3,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2025-01-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2025-01-01,subscription_00000054,183.0,1,account_00000138,DE,dach,small,self_service,referral
2025-01-01,subscription_00000056,8941.02,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2025-01-01,subscription_00000057,43.35,1,account_00000155,DE,dach,micro,self_service,paid_search
2025-01-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2025-01-01,subscription_00000061,39.0,1,account_00000166,FR,western_europe,micro,self_service,referral
2025-01-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2025-01-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2025-01-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2025-01-01,subscription_00000080,1003.96,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2025-01-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2025-02-01,subscription_00000001,51.0,1,account_00000001,BE,benelux,micro,self_service,referral
2025-02-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2025-02-01,subscription_00000006,1257.15,3,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2025-02-01,subscription_00000008,270.0,1,account_00000022,SE,nordics,small,self_service,referral
2025-02-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2025-02-01,subscription_00000011,251.0,1,account_00000035,CH,dach,small,self_service,organic_search
2025-02-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2025-02-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2025-02-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2025-02-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2025-02-01,subscription_00000025,244.98,1,account_00000087,ES,southern_europe,small,sales_assisted,outbound_sales
2025-02-01,subscription_00000026,112.34,1,account_00000089,SE,nordics,small,self_service,organic_search
2025-02-01,subscription_00000028,50.87,1,account_00000093,ES,southern_europe,micro,sales_assisted,outbound_sales
2025-02-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2025-02-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2025-02-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2025-02-01,subscription_00000038,156.0,1,account_00000111,DE,dach,small,sales_assisted,outbound_sales
2025-02-01,subscription_00000039,2029.0,2,account_00000113,BE,benelux,medium,self_service,organic_search
2025-02-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2025-02-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2025-02-01,subscription_00000045,127.92,1,account_00000127,AT,dach,small,self_service,organic_search
2025-02-01,subscription_00000046,1883.0,2,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2025-02-01,subscription_00000050,3528.97,3,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2025-02-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2025-02-01,subscription_00000054,183.0,1,account_00000138,DE,dach,small,self_service,referral
2025-02-01,subscription_00000056,8941.02,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2025-02-01,subscription_00000057,43.35,1,account_00000155,DE,dach,micro,self_service,paid_search
2025-02-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2025-02-01,subscription_00000061,39.0,1,account_00000166,FR,western_europe,micro,self_service,referral
2025-02-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2025-02-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2025-02-01,subscription_00000067,236.98,1,account_00000192,DE,dach,small,self_service,events
2025-02-01,subscription_00000076,1051.0,1,account_00000222,DE,dach,medium,sales_assisted,paid_search
2025-02-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2025-02-01,subscription_00000080,819.28,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2025-02-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2025-03-01,subscription_00000001,51.0,1,account_00000001,BE,benelux,micro,self_service,referral
2025-03-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2025-03-01,subscription_00000005,243.0,1,account_00000009,BE,benelux,small,partner_led,partner
2025-03-01,subscription_00000006,1390.21,3,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2025-03-01,subscription_00000008,270.0,1,account_00000022,SE,nordics,small,self_service,referral
2025-03-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2025-03-01,subscription_00000011,251.0,1,account_00000035,CH,dach,small,self_service,organic_search
2025-03-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2025-03-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2025-03-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2025-03-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2025-03-01,subscription_00000025,244.98,1,account_00000087,ES,southern_europe,small,sales_assisted,outbound_sales
2025-03-01,subscription_00000026,112.34,1,account_00000089,SE,nordics,small,self_service,organic_search
2025-03-01,subscription_00000028,50.87,1,account_00000093,ES,southern_europe,micro,sales_assisted,outbound_sales
2025-03-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2025-03-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2025-03-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2025-03-01,subscription_00000038,405.0,2,account_00000111,DE,dach,small,sales_assisted,outbound_sales
2025-03-01,subscription_00000039,2029.0,2,account_00000113,BE,benelux,medium,self_service,organic_search
2025-03-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2025-03-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2025-03-01,subscription_00000045,127.92,1,account_00000127,AT,dach,small,self_service,organic_search
2025-03-01,subscription_00000046,1883.0,2,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2025-03-01,subscription_00000050,3528.97,3,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2025-03-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
2025-03-01,subscription_00000054,289.0,1,account_00000138,DE,dach,small,self_service,referral
2025-03-01,subscription_00000056,8941.02,2,account_00000152,IE,western_europe,mid_market,partner_led,paid_search
2025-03-01,subscription_00000057,43.35,1,account_00000155,DE,dach,micro,self_service,paid_search
2025-03-01,subscription_00000058,96.03,1,account_00000157,NL,benelux,micro,partner_led,organic_search
2025-03-01,subscription_00000061,39.0,1,account_00000166,FR,western_europe,micro,self_service,referral
2025-03-01,subscription_00000063,118.0,1,account_00000173,SE,nordics,small,self_service,referral
2025-03-01,subscription_00000065,33.15,1,account_00000183,IE,western_europe,micro,self_service,events
2025-03-01,subscription_00000067,236.98,1,account_00000192,DE,dach,small,self_service,events
2025-03-01,subscription_00000076,1051.0,1,account_00000222,DE,dach,medium,sales_assisted,paid_search
2025-03-01,subscription_00000078,53.55,1,account_00000229,GB,western_europe,micro,sales_assisted,outbound_sales
2025-03-01,subscription_00000080,819.28,1,account_00000234,IT,southern_europe,medium,sales_assisted,organic_search
2025-03-01,subscription_00000081,210.33,1,account_00000244,ES,southern_europe,small,sales_assisted,outbound_sales
2025-04-01,subscription_00000001,51.0,1,account_00000001,BE,benelux,micro,self_service,referral
2025-04-01,subscription_00000003,187.6,2,account_00000004,NO,nordics,small,sales_assisted,referral
2025-04-01,subscription_00000005,243.0,1,account_00000009,BE,benelux,small,partner_led,partner
2025-04-01,subscription_00000006,1390.21,3,account_00000013,NL,benelux,medium,partner_led,outbound_sales
2025-04-01,subscription_00000008,270.0,1,account_00000022,SE,nordics,small,self_service,referral
2025-04-01,subscription_00000009,108.97,1,account_00000023,DE,dach,small,partner_led,partner
2025-04-01,subscription_00000011,251.0,1,account_00000035,CH,dach,small,self_service,organic_search
2025-04-01,subscription_00000015,541.9,3,account_00000044,NL,benelux,small,sales_assisted,paid_search
2025-04-01,subscription_00000018,1500.73,1,account_00000056,DE,dach,medium,sales_assisted,outbound_sales
2025-04-01,subscription_00000019,496.1,2,account_00000069,AT,dach,medium,self_service,referral
2025-04-01,subscription_00000022,251.0,1,account_00000083,GB,western_europe,small,self_service,paid_social
2025-04-01,subscription_00000023,63.75,1,account_00000085,DE,dach,micro,self_service,organic_search
2025-04-01,subscription_00000025,244.98,1,account_00000087,ES,southern_europe,small,sales_assisted,outbound_sales
2025-04-01,subscription_00000026,112.34,1,account_00000089,SE,nordics,small,self_service,organic_search
2025-04-01,subscription_00000028,50.87,1,account_00000093,ES,southern_europe,micro,sales_assisted,outbound_sales
2025-04-01,subscription_00000033,159.45,2,account_00000104,NO,nordics,micro,sales_assisted,direct
2025-04-01,subscription_00000035,160.69,1,account_00000106,NO,nordics,small,partner_led,organic_search
2025-04-01,subscription_00000037,1071.62,1,account_00000110,PL,central_europe,medium,partner_led,organic_search
2025-04-01,subscription_00000038,454.0,3,account_00000111,DE,dach,small,sales_assisted,outbound_sales
2025-04-01,subscription_00000039,2029.0,2,account_00000113,BE,benelux,medium,self_service,organic_search
2025-04-01,subscription_00000042,46.92,1,account_00000123,FR,western_europe,micro,partner_led,partner
2025-04-01,subscription_00000043,99.0,1,account_00000124,DE,dach,micro,self_service,paid_search
2025-04-01,subscription_00000045,127.92,1,account_00000127,AT,dach,small,self_service,organic_search
2025-04-01,subscription_00000046,1883.0,2,account_00000128,AT,dach,medium,sales_assisted,outbound_sales
2025-04-01,subscription_00000050,4535.01,3,account_00000134,BE,benelux,mid_market,partner_led,outbound_sales
2025-04-01,subscription_00000052,1464.7,1,account_00000136,AT,dach,medium,sales_assisted,organic_search
