account_id,health_month,health_score,health_segment,usage_score,support_score,payment_score,relationship_score,renewal_risk_flag,mrr_eur
account_00000004,2024-12-01,76.41,healthy,71.69,92.0,95.0,51.76,False,187.6
account_00000004,2025-01-01,76.62,healthy,69.19,92.0,95.0,61.49,False,187.6
account_00000004,2025-02-01,71.76,watch,62.64,90.0,95.0,52.92,False,187.6
account_00000004,2025-03-01,75.03,healthy,68.89,86.0,95.0,57.9,False,187.6
account_00000004,2025-04-01,72.26,watch,65.14,92.0,95.0,45.92,False,187.6
account_00000004,2025-05-01,76.85,healthy,68.89,92.0,95.0,64.04,False,187.6
account_00000004,2025-06-01,68.76,watch,62.64,92.0,95.0,30.95,False,187.6
account_00000004,2025-07-01,77.41,healthy,69.94,92.0,95.0,64.28,False,187.6
account_00000004,2025-08-01,69.88,watch,62.64,92.0,95.0,38.43,False,187.6
account_00000004,2025-09-01,75.66,healthy,65.14,92.0,95.0,68.57,False,187.6
account_00000004,2025-10-01,79.13,healthy,73.19,92.0,95.0,64.85,False,187.6
account_00000004,2025-11-01,79.48,healthy,74.19,92.0,95.0,63.86,False,187.6
account_00000004,2025-12-01,69.74,watch,63.09,92.0,95.0,35.97,False,187.6
account_00000004,2026-01-01,73.38,watch,68.94,92.0,95.0,40.69,False,187.6
account_00000004,2026-02-01,68.81,watch,62.34,66.0,95.0,58.31,False,187.6
account_00000004,2026-03-01,74.89,watch,62.09,92.0,95.0,73.64,False,187.6
account_00000004,2026-04-01,75.09,healthy,66.14,92.0,95.0,61.43,False,187.6
account_00000004,2026-05-01,67.15,watch,75.69,92.0,33.0,59.34,False,187.6
account_00000004,2026-06-01,72.21,watch,67.89,92.0,95.0,36.41,False,187.6
account_00000008,2025-12-01,70.47,watch,61.59,86.0,95.0,51.87,False,40.01
account_00000008,2026-01-01,72.67,watch,58.59,92.0,95.0,70.51,False,40.01
account_00000008,2026-02-01,72.09,watch,59.34,92.0,95.0,64.13,False,40.01
account_00000008,2026-03-01,73.44,watch,61.84,92.0,95.0,64.8,False,40.01
account_00000008,2026-04-01,72.02,watch,61.84,92.0,95.0,55.34,False,40.01
account_00000008,2026-05-01,72.04,watch,61.34,92.0,95.0,57.16,False,40.01
account_00000008,2026-06-01,69.61,watch,55.59,92.0,95.0,60.12,False,40.01
account_00000009,2025-03-01,70.32,watch,60.0,92.0,95.0,50.14,False,243.0
account_00000009,2025-04-01,67.48,watch,47.0,92.0,95.0,74.55,False,243.0
account_00000009,2025-05-01,69.16,watch,54.25,92.0,95.0,61.56,False,243.0
account_00000009,2025-06-01,61.47,at_risk,65.25,92.0,33.0,56.32,True,243.0
account_00000013,2024-07-01,82.57,healthy,79.23,92.0,95.0,67.67,False,853.95
account_00000013,2024-08-01,79.11,healthy,76.23,76.0,95.0,70.63,False,898.0500000000001
account_00000013,2024-09-01,84.72,healthy,79.23,92.0,95.0,82.02,False,898.0500000000001
account_00000013,2024-10-01,80.41,healthy,76.23,92.0,95.0,63.27,False,898.0500000000001
account_00000013,2024-11-01,77.71,healthy,73.23,92.0,95.0,55.26,False,898.0500000000001
account_00000013,2024-12-01,79.04,healthy,79.23,92.0,95.0,44.14,False,898.0500000000001
account_00000013,2025-01-01,80.85,healthy,79.23,92.0,95.0,56.18,False,898.0500000000001
account_00000013,2025-02-01,73.77,watch,67.23,92.0,95.0,49.03,False,1257.15
account_00000013,2025-03-01,77.74,healthy,71.41,86.0,95.0,67.59,False,1390.21
account_00000013,2025-04-01,77.48,healthy,74.41,92.0,95.0,49.86,False,1390.21
account_00000013,2025-05-01,78.14,healthy,71.41,92.0,95.0,64.22,False,1390.21
account_00000013,2025-06-01,73.64,watch,71.41,86.0,95.0,40.23,False,1390.21
account_00000013,2025-07-01,81.24,healthy,71.41,92.0,95.0,84.92,False,1390.21
account_00000013,2025-08-01,76.1,healthy,71.41,92.0,95.0,50.63,False,1390.21
account_00000013,2025-09-01,79.81,healthy,74.41,92.0,95.0,65.37,False,1390.21
account_00000013,2025-10-01,80.48,healthy,74.41,92.0,95.0,69.86,False,1390.21
account_00000013,2025-11-01,78.99,healthy,74.41,92.0,95.0,59.93,False,1390.21
account_00000013,2025-12-01,78.23,healthy,71.41,90.0,95.0,66.88,False,1390.21
account_00000013,2026-01-01,79.7,healthy,71.41,92.0,95.0,74.62,False,1390.21
account_00000013,2026-02-01,75.9,healthy,74.41,92.0,95.0,39.3,False,1390.21
account_00000013,2026-03-01,68.84,watch,65.41,58.0,95.0,56.26,False,1390.21
account_00000013,2026-04-01,79.81,healthy,69.34,90.0,95.0,84.25,False,1674.46
account_00000013,2026-05-01,73.47,watch,66.34,92.0,95.0,49.99,False,1674.46
account_00000013,2026-06-01,72.92,watch,61.73,74.0,95.0,79.73,False,1941.3300000000002
account_00000019,2026-03-01,65.38,watch,46.05,92.0,95.0,63.67,False,11909.81
account_00000019,2026-04-01,61.23,at_risk,43.05,86.0,95.0,52.0,True,11909.81
account_00000019,2026-05-01,60.69,at_risk,43.05,74.0,95.0,60.45,True,11909.81
account_00000019,2026-06-01,63.76,watch,43.05,92.0,95.0,62.89,False,11909.81
account_00000022,2024-06-01,72.04,watch,66.47,92.0,95.0,40.03,False,171.0
account_00000022,2024-07-01,68.85,watch,59.78,92.0,95.0,41.03,False,171.0
account_00000022,2024-08-01,66.74,watch,54.75,92.0,95.0,43.78,False,171.0
account_00000022,2024-09-01,71.19,watch,65.47,92.0,95.0,37.68,False,171.0
account_00000022,2024-10-01,72.77,watch,67.78,92.0,95.0,40.54,False,171.0
account_00000022,2024-11-01,78.24,healthy,74.78,92.0,95.0,53.67,False,171.0
account_00000022,2024-12-01,73.28,watch,68.78,92.0,95.0,40.57,False,270.0
account_00000022,2025-01-01,76.18,healthy,69.78,92.0,95.0,56.58,False,270.0
account_00000022,2025-02-01,71.4,watch,64.47,92.0,95.0,42.44,False,270.0
account_00000022,2025-03-01,67.35,watch,63.72,92.0,95.0,17.94,False,270.0
account_00000022,2025-04-01,69.71,watch,64.22,92.0,95.0,32.0,False,270.0
account_00000022,2025-05-01,74.09,watch,72.03,92.0,95.0,35.12,False,270.0
account_00000022,2025-06-01,75.58,healthy,68.28,92.0,95.0,57.6,False,270.0
account_00000022,2025-07-01,75.02,healthy,72.78,92.0,95.0,38.83,False,270.0
account_00000022,2025-08-01,74.87,watch,68.72,92.0,95.0,51.43,False,270.0
account_00000022,2025-09-01,75.98,healthy,72.28,92.0,95.0,46.91,False,270.0
account_00000022,2025-10-01,70.67,watch,63.72,92.0,95.0,40.06,False,270.0
account_00000022,2025-11-01,74.76,watch,71.53,92.0,95.0,41.25,False,270.0
account_00000022,2025-12-01,72.87,watch,70.78,92.0,95.0,31.16,False,270.0
account_00000022,2026-01-01,69.88,watch,64.22,82.0,95.0,43.14,False,270.0
account_00000022,2026-02-01,66.67,watch,59.97,90.0,95.0,27.9,False,270.0
account_00000022,2026-03-01,70.25,watch,66.31,92.0,89.0,36.66,False,373.68
account_00000022,2026-04-01,69.25,watch,61.05,92.0,95.0,39.49,False,373.68
account_00000022,2026-05-01,72.29,watch,64.56,92.0,95.0,48.09,False,373.68
account_00000022,2026-06-01,68.29,watch,55.8,92.0,95.0,50.6,False,373.68
account_00000023,2024-07-01,67.41,watch,54.82,92.0,95.0,48.02,False,108.97
account_00000023,2024-08-01,71.7,watch,61.47,92.0,95.0,54.47,False,108.97
account_00000023,2024-09-01,75.57,healthy,63.72,92.0,95.0,72.77,False,108.97
account_00000023,2024-10-01,70.59,watch,65.6,92.0,95.0,33.25,False,108.97
account_00000023,2024-11-01,75.0,watch,68.6,92.0,95.0,52.64,False,108.97
account_00000023,2024-12-01,74.03,watch,64.22,90.0,95.0,62.82,False,108.97
account_00000023,2025-01-01,70.24,watch,63.97,92.0,95.0,36.4,False,108.97
account_00000023,2025-02-01,72.72,watch,67.97,92.0,95.0,39.6,False,108.97
account_00000023,2025-03-01,72.23,watch,61.72,66.0,95.0,83.18,False,108.97
account_00000023,2025-04-01,74.82,watch,68.6,92.0,95.0,51.47,False,108.97
account_00000023,2025-05-01,79.34,healthy,67.72,92.0,95.0,84.55,False,108.97
account_00000023,2025-06-01,75.68,healthy,62.59,92.0,95.0,77.26,False,101.37
account_00000023,2025-07-01,76.05,healthy,61.59,92.0,95.0,83.05,False,101.37
account_00000023,2025-08-01,73.69,watch,65.09,92.0,95.0,55.66,False,101.37
account_00000023,2025-09-01,80.56,healthy,69.91,92.0,95.0,85.37,False,101.37
account_00000023,2025-10-01,71.57,watch,68.0,82.0,95.0,41.82,False,85.04
account_00000023,2025-11-01,75.08,healthy,62.5,92.0,95.0,73.51,False,85.04
account_00000023,2025-12-01,73.56,watch,63.75,86.0,95.0,65.25,False,85.04
account_00000023,2026-01-01,71.87,watch,62.75,92.0,95.0,51.32,False,85.04
account_00000023,2026-02-01,78.56,healthy,69.75,92.0,95.0,72.57,False,85.04
account_00000023,2026-03-01,78.49,healthy,76.5,92.0,95.0,49.63,False,85.04
account_00000023,2026-04-01,74.54,watch,65.75,92.0,95.0,59.12,False,85.04
account_00000023,2026-05-01,76.08,healthy,65.5,92.0,95.0,70.2,False,85.04
account_00000023,2026-06-01,75.25,healthy,63.0,92.0,95.0,72.97,False,85.04
account_00000024,2025-07-01,78.34,healthy,73.21,92.0,95.0,59.54,False,906.98
account_00000024,2025-08-01,77.91,healthy,72.53,92.0,95.0,58.96,False,906.98
account_00000024,2025-09-01,82.19,healthy,75.72,92.0,95.0,76.86,False,906.98
account_00000024,2025-10-01,80.81,healthy,77.25,92.0,95.0,62.58,False,840.5
account_00000024,2025-11-01,77.63,healthy,75.5,92.0,95.0,47.19,False,840.5
account_00000024,2025-12-01,81.39,healthy,79.75,92.0,95.0,58.12,False,840.5
account_00000024,2026-01-01,79.9,healthy,79.7,92.0,95.0,48.36,False,906.98
account_00000024,2026-02-01,75.78,healthy,72.02,92.0,95.0,46.45,False,1128.6
account_00000024,2026-03-01,74.4,watch,69.02,92.0,95.0,47.24,False,1128.6
account_00000024,2026-04-01,76.82,healthy,69.02,92.0,95.0,63.37,False,1128.6
account_00000024,2026-05-01,78.17,healthy,72.02,92.0,95.0,62.38,False,1128.6
account_00000024,2026-06-01,76.91,healthy,74.07,92.0,95.0,47.17,False,1128.6
account_00000035,2024-12-01,67.32,watch,56.52,92.0,95.0,41.71,False,251.0
account_00000035,2025-01-01,71.33,watch,59.52,92.0,95.0,58.49,False,251.0
account_00000035,2025-02-01,70.2,watch,63.71,92.0,95.0,36.94,False,251.0
account_00000035,2025-03-01,75.71,healthy,71.46,92.0,95.0,47.9,False,251.0
account_00000035,2025-04-01,66.39,watch,55.92,92.0,95.0,37.52,False,251.0
account_00000035,2025-05-01,72.83,watch,61.37,92.0,95.0,62.33,False,251.0
account_00000035,2025-06-01,75.77,healthy,64.46,92.0,95.0,71.6,False,251.0
account_00000035,2025-07-01,72.49,watch,67.81,92.0,95.0,38.6,False,251.0
account_00000035,2025-08-01,71.78,watch,62.21,92.0,95.0,52.48,False,251.0
account_00000035,2025-09-01,71.52,watch,67.31,86.0,95.0,39.77,False,251.0
account_00000035,2025-10-01,75.85,healthy,71.56,92.0,95.0,48.46,False,251.0
account_00000035,2025-11-01,75.69,healthy,68.96,92.0,95.0,56.05,False,251.0
account_00000035,2025-12-01,73.07,watch,65.71,86.0,95.0,55.46,False,251.0
account_00000035,2026-01-01,75.43,healthy,71.56,92.0,95.0,45.68,False,251.0
account_00000035,2026-02-01,72.5,watch,66.71,92.0,95.0,42.27,False,251.0
account_00000035,2026-03-01,76.63,healthy,69.06,92.0,95.0,61.98,False,251.0
account_00000035,2026-04-01,68.23,watch,58.87,92.0,95.0,39.99,False,251.0
account_00000035,2026-05-01,75.45,healthy,75.66,76.0,95.0,48.17,False,251.0
account_00000035,2026-06-01,72.65,watch,60.62,92.0,95.0,63.63,False,251.0
account_00000039,2026-06-01,64.18,watch,48.37,92.0,95.0,47.99,False,6048.48
account_00000040,2025-11-01,64.87,watch,50.25,90.0,95.0,48.31,False,80.66
account_00000040,2025-12-01,67.46,watch,50.0,92.0,95.0,64.37,False,80.66
account_00000040,2026-01-01,69.21,watch,56.0,92.0,95.0,56.06,False,80.66
account_00000040,2026-02-01,70.68,watch,56.0,92.0,95.0,65.87,False,80.66
account_00000040,2026-03-01,68.69,watch,50.25,92.0,95.0,71.8,False,80.66
account_00000040,2026-04-01,64.69,watch,50.0,92.0,95.0,45.92,False,80.66
account_00000040,2026-05-01,69.76,watch,53.25,92.0,95.0,68.9,False,80.66
account_00000040,2026-06-01,66.44,watch,44.5,92.0,95.0,75.95,False,80.66
account_00000043,2026-03-01,76.01,healthy,67.84,92.0,95.0,61.92,False,243.14
account_00000043,2026-04-01,75.22,healthy,63.34,92.0,95.0,71.71,False,243.14
account_00000043,2026-05-01,77.04,healthy,72.16,92.0,95.0,54.4,False,243.14
account_00000043,2026-06-01,72.91,watch,60.34,92.0,95.0,66.31,False,243.14
account_00000044,2024-04-01,70.46,watch,58.02,92.0,95.0,57.68,False,128.39
account_00000044,2024-05-01,69.17,watch,60.02,92.0,95.0,42.4,False,128.39
account_00000044,2024-06-01,72.15,watch,64.62,92.0,95.0,46.98,False,128.39
account_00000044,2024-07-01,69.91,watch,57.77,92.0,95.0,54.83,False,128.39
account_00000044,2024-08-01,69.16,watch,49.83,92.0,95.0,76.34,False,128.39
account_00000044,2024-09-01,71.95,watch,61.37,92.0,95.0,56.43,False,541.9
account_00000044,2024-10-01,73.28,watch,61.12,92.0,95.0,66.17,False,541.9
account_00000044,2024-11-01,73.96,watch,63.02,92.0,95.0,64.34,False,541.9
account_00000044,2024-12-01,70.31,watch,58.87,90.0,95.0,55.83,False,541.9
account_00000044,2025-01-01,80.21,healthy,74.06,90.0,95.0,71.17,False,541.9
account_00000044,2025-02-01,70.24,watch,55.92,92.0,95.0,63.19,False,541.9
account_00000044,2025-03-01,72.02,watch,64.96,92.0,95.0,44.92,False,541.9
account_00000044,2025-04-01,66.28,watch,57.52,92.0,89.0,39.44,False,541.9
account_00000044,2025-05-01,74.37,watch,65.71,92.0,95.0,58.07,False,541.9
account_00000044,2025-06-01,78.58,healthy,68.71,92.0,95.0,76.14,False,541.9
account_00000044,2025-07-01,71.04,watch,54.52,92.0,95.0,73.23,False,541.9
account_00000044,2025-08-01,75.53,healthy,60.62,86.0,95.0,88.83,False,541.9
account_00000044,2025-09-01,72.35,watch,63.87,90.0,95.0,52.76,False,541.9
account_00000044,2025-10-01,71.14,watch,57.77,92.0,95.0,63.04,False,541.9
account_00000044,2025-11-01,74.24,watch,59.27,92.0,95.0,78.72,False,541.9
account_00000044,2025-12-01,71.12,watch,60.77,92.0,95.0,52.89,False,541.9
account_00000044,2026-01-01,71.82,watch,63.12,86.0,95.0,55.76,False,541.9
account_00000044,2026-02-01,73.55,watch,64.62,92.0,95.0,56.31,False,541.9
account_00000044,2026-03-01,73.79,watch,64.12,92.0,95.0,59.55,False,541.9
account_00000044,2026-04-01,73.85,watch,66.62,92.0,95.0,51.59,False,541.9
account_00000044,2026-05-01,70.96,watch,59.92,92.0,95.0,54.66,False,541.9
account_00000044,2026-06-01,69.47,watch,57.77,90.0,95.0,53.89,False,541.9
account_00000047,2025-05-01,68.82,watch,59.11,92.0,95.0,43.09,False,145.8
account_00000047,2025-06-01,76.46,healthy,65.36,92.0,95.0,73.16,False,145.8
account_00000047,2025-07-01,73.45,watch,58.25,92.0,95.0,76.81,False,132.84
account_00000047,2025-08-01,78.67,healthy,65.0,90.0,95.0,91.15,False,132.84
account_00000047,2025-09-01,70.65,watch,59.36,92.0,95.0,54.44,False,145.8
account_00000047,2025-10-01,71.0,watch,65.36,90.0,95.0,38.76,False,145.8
account_00000047,2025-11-01,73.19,watch,61.32,92.0,95.0,64.85,False,145.8
account_00000047,2025-12-01,70.37,watch,70.66,56.0,95.0,50.94,False,145.8
account_00000047,2026-01-01,74.35,watch,66.66,92.0,95.0,54.79,False,145.8
account_00000047,2026-02-01,73.6,watch,60.82,92.0,95.0,69.27,False,145.8
account_00000047,2026-03-01,80.39,healthy,72.41,92.0,95.0,75.91,False,145.8
account_00000047,2026-04-01,79.36,healthy,74.95,92.0,95.0,60.52,False,145.8
account_00000047,2026-05-01,70.24,watch,57.57,92.0,95.0,57.73,False,145.8
account_00000047,2026-06-01,71.69,watch,67.41,86.0,95.0,40.54,False,145.8
account_00000051,2025-05-01,71.01,watch,61.34,90.0,95.0,52.29,False,87.67
account_00000051,2025-06-01,73.57,watch,64.34,86.0,95.0,63.35,False,87.67
account_00000051,2025-07-01,66.7,watch,58.34,92.0,95.0,31.55,False,87.67
account_00000051,2025-08-01,69.96,watch,58.84,92.0,95.0,51.6,False,87.67
account_00000051,2025-09-01,72.16,watch,61.84,92.0,95.0,56.29,False,87.67
account_00000051,2025-10-01,65.97,watch,58.59,92.0,95.0,25.85,False,87.67
account_00000051,2025-11-01,67.47,watch,58.84,92.0,95.0,35.04,False,87.67
account_00000051,2025-12-01,68.8,watch,61.84,92.0,95.0,33.88,False,87.67
account_00000051,2026-01-01,68.85,watch,61.59,92.0,95.0,35.03,False,87.67
account_00000051,2026-02-01,70.28,watch,61.84,92.0,95.0,43.72,False,87.67
account_00000051,2026-03-01,65.77,watch,55.34,92.0,95.0,35.32,False,87.67
account_00000051,2026-04-01,67.92,watch,58.34,92.0,95.0,39.7,False,87.67
account_00000051,2026-05-01,73.17,watch,58.34,92.0,95.0,74.66,False,87.67
account_00000051,2026-06-01,71.41,watch,64.84,92.0,95.0,41.28,False,87.67
account_00000056,2025-04-01,72.52,watch,63.3,92.0,95.0,53.75,False,1500.73
account_00000056,2025-05-01,72.68,watch,58.23,92.0,95.0,71.79,False,2280.38
account_00000056,2025-06-01,74.12,watch,61.23,86.0,95.0,77.33,False,2280.38
account_00000056,2025-07-01,64.49,watch,48.48,92.0,95.0,49.67,False,2869.78
account_00000056,2025-08-01,72.99,watch,57.48,92.0,95.0,76.34,False,2869.78
account_00000056,2025-09-01,68.02,watch,51.48,92.0,95.0,63.16,False,2869.78
account_00000056,2025-10-01,68.22,watch,51.48,92.0,95.0,64.54,False,2931.88
account_00000056,2025-11-01,70.97,watch,57.48,92.0,95.0,62.82,False,3200.9800000000005
account_00000056,2025-12-01,67.34,watch,51.48,92.0,95.0,58.65,False,3200.9800000000005
account_00000056,2026-01-01,67.19,watch,54.48,92.0,95.0,47.66,False,3200.9800000000005
account_00000056,2026-02-01,68.88,watch,51.48,92.0,95.0,68.89,False,3200.9800000000005
account_00000056,2026-03-01,67.42,watch,54.48,92.0,95.0,49.19,False,3200.9800000000005
account_00000056,2026-04-01,66.87,watch,51.48,92.0,95.0,55.5,False,3200.9800000000005
account_00000056,2026-05-01,67.67,watch,54.48,92.0,95.0,50.82,False,3200.9800000000005
account_00000056,2026-06-01,63.78,watch,51.48,92.0,95.0,34.91,False,3200.9800000000005
account_00000069,2024-04-01,71.44,watch,66.38,92.0,95.0,36.36,False,452.0
account_00000069,2024-05-01,74.11,watch,69.13,90.0,95.0,46.94,False,452.0
account_00000069,2024-06-01,72.14,watch,66.95,92.0,95.0,39.05,False,452.0
account_00000069,2024-07-01,73.84,watch,78.13,92.0,95.0,13.2,False,452.0
account_00000069,2024-08-01,75.82,healthy,69.13,92.0,95.0,56.38,False,452.0
account_00000069,2024-09-01,73.99,watch,72.45,70.0,95.0,55.1,False,496.1
account_00000069,2024-10-01,75.89,healthy,72.13,92.0,95.0,46.84,False,496.1
account_00000069,2024-11-01,77.25,healthy,78.13,67.33,95.0,60.54,False,496.1
account_00000069,2024-12-01,75.79,healthy,69.13,92.0,95.0,56.2,False,496.1
account_00000069,2025-01-01,70.08,watch,69.13,54.0,95.0,56.07,False,496.1
account_00000069,2025-02-01,75.35,healthy,75.13,86.0,95.0,39.2,False,496.1
account_00000069,2025-03-01,75.12,healthy,69.13,92.0,95.0,51.69,False,496.1
account_00000069,2025-04-01,69.96,watch,58.61,92.0,95.0,52.36,False,496.1
account_00000069,2025-05-01,74.68,watch,72.95,66.0,95.0,62.02,False,496.1
account_00000069,2025-06-01,74.2,watch,72.13,92.0,95.0,35.57,False,496.1
account_00000069,2025-07-01,74.12,watch,72.13,90.0,95.0,37.01,False,496.1
account_00000069,2025-08-01,76.64,healthy,75.13,92.0,95.0,41.85,False,496.1
account_00000069,2025-09-01,74.66,watch,73.78,92.0,95.0,33.13,False,496.1
account_00000069,2025-10-01,76.02,healthy,72.13,90.0,95.0,49.73,False,496.1
account_00000069,2025-11-01,74.41,watch,65.38,92.0,95.0,59.46,False,496.1
account_00000069,2025-12-01,80.7,healthy,78.13,92.0,95.0,58.9,False,496.1
account_00000069,2026-01-01,77.78,healthy,69.95,92.0,95.0,66.65,False,496.1
account_00000069,2026-02-01,72.19,watch,70.62,92.0,95.0,27.19,False,602.24
account_00000069,2026-03-01,74.05,watch,70.62,92.0,95.0,39.62,False,602.24
account_00000069,2026-04-01,76.87,healthy,70.62,86.0,95.0,64.44,False,602.24
account_00000069,2026-05-01,66.81,watch,64.37,58.0,95.0,46.17,False,602.24
account_00000069,2026-06-01,76.06,healthy,70.62,92.0,95.0,53.04,False,602.24
account_00000079,2025-10-01,74.27,watch,63.09,92.0,95.0,66.17,False,1400.13
account_00000079,2025-11-01,71.69,watch,63.09,92.0,95.0,49.0,False,1400.13
account_00000079,2025-12-01,70.44,watch,57.09,92.0,95.0,60.67,False,1400.13
account_00000079,2026-01-01,66.24,watch,54.09,92.0,95.0,42.65,False,1887.84
account_00000079,2026-02-01,72.96,watch,60.09,90.0,95.0,69.43,False,1887.84
account_00000079,2026-03-01,70.44,watch,57.09,92.0,95.0,60.65,False,1887.84
account_00000079,2026-04-01,72.13,watch,60.09,90.0,95.0,63.93,False,1887.84
account_00000079,2026-05-01,70.26,watch,63.09,82.0,95.0,49.46,False,2156.94
account_00000079,2026-06-01,70.96,watch,57.09,92.0,95.0,64.13,False,2156.94
account_00000080,2025-09-01,58.76,at_risk,44.11,76.0,95.0,42.07,True,21184.59
account_00000080,2025-10-01,63.52,watch,44.11,92.0,95.0,57.79,False,21659.79
account_00000080,2025-11-01,67.76,watch,44.11,92.0,95.0,86.06,False,21659.79
account_00000080,2025-12-01,62.33,watch,41.11,92.0,95.0,59.82,False,21659.79
account_00000080,2026-01-01,62.83,watch,41.11,92.0,95.0,63.17,False,21721.89
account_00000080,2026-02-01,64.16,watch,41.11,92.0,95.0,72.08,False,21721.89
account_00000080,2026-03-01,56.21,at_risk,32.11,78.0,95.0,63.02,True,21721.89
account_00000080,2026-04-01,64.36,watch,44.11,90.0,95.0,65.36,False,21721.89
account_00000080,2026-05-01,66.23,watch,41.11,92.0,95.0,85.85,False,21721.89
account_00000080,2026-06-01,63.1,watch,41.11,92.0,95.0,64.97,False,21721.89
account_00000083,2024-08-01,66.04,watch,52.42,92.0,95.0,46.87,False,251.0
account_00000083,2024-09-01,69.44,watch,59.77,92.0,95.0,45.04,False,251.0
account_00000083,2024-10-01,66.41,watch,55.92,92.0,95.0,37.63,False,251.0
account_00000083,2024-11-01,64.77,watch,55.67,92.0,89.0,35.57,False,251.0
account_00000083,2024-12-01,72.13,watch,60.02,90.0,95.0,64.13,False,251.0
account_00000083,2025-01-01,65.7,watch,55.92,92.0,95.0,32.94,False,251.0
account_00000083,2025-02-01,71.53,watch,60.02,92.0,95.0,58.11,False,251.0
account_00000083,2025-03-01,66.18,watch,50.42,92.0,95.0,54.42,False,251.0
account_00000083,2025-04-01,72.57,watch,61.46,92.0,95.0,60.29,False,251.0
account_00000083,2025-05-01,70.43,watch,70.71,62.0,95.0,45.19,False,251.0
account_00000083,2025-06-01,68.58,watch,60.02,90.0,95.0,40.48,False,251.0
account_00000083,2025-07-01,67.27,watch,55.67,90.0,95.0,46.22,False,251.0
account_00000083,2025-08-01,69.18,watch,57.02,92.0,95.0,52.44,False,251.0
account_00000083,2025-09-01,74.04,watch,63.02,92.0,95.0,64.83,False,251.0
account_00000083,2025-10-01,66.82,watch,56.52,92.0,95.0,38.37,False,251.0
account_00000083,2025-11-01,69.72,watch,57.52,92.0,95.0,54.42,False,251.0
account_00000083,2025-12-01,67.42,watch,55.42,92.0,95.0,46.02,False,251.0
account_00000083,2026-01-01,68.54,watch,54.92,92.0,95.0,55.16,False,251.0
account_00000083,2026-02-01,68.67,watch,61.37,62.0,95.0,64.55,False,251.0
account_00000083,2026-03-01,72.09,watch,62.77,92.0,95.0,52.69,False,251.0
account_00000083,2026-04-01,68.16,watch,60.27,90.0,95.0,36.86,False,251.0
account_00000083,2026-05-01,67.02,watch,54.02,92.0,95.0,48.09,False,251.0
account_00000083,2026-06-01,56.98,at_risk,57.37,92.0,33.0,52.67,True,251.0
account_00000085,2024-03-01,72.8,watch,58.5,92.0,95.0,71.68,False,53.55
account_00000085,2024-04-01,63.64,watch,48.0,92.0,95.0,45.59,False,53.55
account_00000085,2024-05-01,69.19,watch,54.0,92.0,95.0,62.59,False,63.75
account_00000085,2024-06-01,70.66,watch,59.09,92.0,95.0,55.46,False,63.75
account_00000085,2024-07-01,66.3,watch,53.25,92.0,95.0,45.82,False,63.75
account_00000085,2024-08-01,69.75,watch,63.34,92.0,95.0,35.24,False,63.75
